Remembrances	Remembrances	n2	Remembrances	remembrance	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
as	as	p-acp	as	as	0
Woad	Woad	n1	Woad	woad	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
end	end	n1	end	end	0
that	that	cst	that	that	0
the	the	dt	the	the	0
high	high	j	high	high	0
price	price	n1	price	price	0
of	of	pp-f	of	of	0
forreine	forreine	j	foreign	foreign	0
Woad	Woad	n1	Woad	woad	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
devoureth	devoureth	vvz	devoureth	devour	0
yeerely	yeerely	av-j	yearly	yearly	0
great	great	j	great	great	0
treasure	treasure	n1	treasure	treasure	0
)	)	)	)	)	0
maybe	maybe	av	maybe	maybe	0
brought	brought	vvd	brought	bring	0
downe	downe	a-acp	down	down	0
.	.	.	.	.	1
So	So	av	So	so	0
shall	shall	vmb	shall	shall	0
[	[	[	[	[	0
II.	II.	crd	II	ii	0
i	i	sy	i	i	0
.	.	.	.	.	1
163.	163.	crd	163.	163.	0
]	]	]	]	]	0
the	the	dt	the	the	0
marchant	marchant	n1	merchant	merchant	0
buy	buy	vvb	buy	buy	0
his	his	po31	his	his	0
cloth	cloth	n1	cloth	cloth	0
lesse	lesse	av-dc	less	less	0
deare	deare	j-jn	deer	dear	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
he	he	pns31	he	he	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
occupy	occupy	vvi	occupy	occupy	0
with	with	p-acp	with	with	0
lesse	lesse	dc	less	less	0
stocke	stocke	n1	stock	stock	0
,	,	,	,	,	0
be	be	vbb	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
afoord	afoord	vvi	afford	afford	0
cloth	cloth	n1	cloth	cloth	0
cheaper	cheaper	jc	cheaper	cheap	0
,	,	,	,	,	0
make	make	vvb	make	make	0
more	more	av-dc	more	more	0
ample	ample	j	ample	ample	0
vent	vent	n1	vent	vent	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
become	become	vvb	become	become	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
gainer	gainer	n1	gainer	gainer	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
this	this	d	this	this	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
6	6	crd	6	6	0
To	To	pc-acp	To	to	0
do	do	vdi	do	do	0
the	the	dt	the	the	0
like	like	av-j	like	like	0
with	with	p-acp	with	with	0
herbe	herbe	n1	herb	herb	0
&	&	cc	&	and	0
plant	plant	n1	plant	plant	0
,	,	,	,	,	0
or	or	cc	or	or	0
tree	tree	n1	tree	tree	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
dying	dying	vvg	dying	die	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
excellent	excellent	j	excellent	excellent	0
use	use	n1	use	use	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
the	the	dt	the	the	0
same	same	d	same	same	0
by	by	p-acp	by	by	0
seed	seed	n1	seed	seed	0
,	,	,	,	,	0
berry	berry	n1	berry	berry	0
,	,	,	,	,	0
root	root	n1	root	root	0
,	,	,	,	,	0
&c	&c	av	etc.	etc	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
meanes	meanes	n2	means	mean	0
Saffron	Saffron	n1	Saffron	saffron	0
was	was	vbds	was	be	0
brought	brought	vvn	brought	bring	0
first	first	ord	first	first	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
many	many	d	many	many	0
poore	poore	j	poor	poor	0
on	on	p-acp	on	on	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
brought	brought	vvd	brought	bring	0
great	great	j	great	great	0
wealth	wealth	n1	wealth	wealth	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
may	may	vmb	may	may	0
Sumack	Sumack	vvi	Sumack	sumack	0
,	,	,	,	,	0
the	the	dt	the	the	0
plant	plant	n1	plant	plant	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
blacks	blacks	n2-jn	blacks	black	0
be	be	vbb	be	be	0
died	died	vvn	died	die	0
in	in	p-acp	in	in	0
Spaine	Spaine	np1	Spaine	Spain	0
,	,	,	,	,	0
be	be	vbb	be	be	0
brought	brought	vvn	brought	bring	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Spaine	Spaine	np1	Spaine	Spain	0
,	,	,	,	,	0
and	and	cc	and	and	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Hands	Hands	n2	Hands	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
grow	grow	vvi	grow	grow	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
more	more	dc	more	more	0
colde	colde	j-jn	cold	cold	0
climat	climat	n1	climate	climate	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
thus	thus	av	thus	thus	0
was	was	vbds	was	be	0
Woad	Woad	n1	Woad	woad	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
335	335	crd	335	335	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
and	and	cc	and	and	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
good	good	j	good	good	0
perfection	perfection	n1	perfection	perfection	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
French	French	jp	French	french	0
our	our	po12	our	our	0
olde	olde	j	old	old	0
enemies	enemies	n2	enemies	enemy	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
marvellously	marvellously	av-j	marvellously	marvellous	0
import	import	vvi	import	import	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
natural	natural	j	natural	natural	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
such	such	d	such	such	0
things	things	n2	things	thing	0
as	as	c-acp	as	as	0
be	be	vbb	be	be	0
special	special	j	special	special	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dying	dying	j-vvg	dying	die	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
clothes	clothes	n2	clothes	clothes	0
.	.	.	.	.	1
And	And	cc	And	and	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
things	things	n2	things	thing	0
as	as	c-acp	as	as	0
colour	colour	n1	colour	colour	0
blew	blew	vvd	blew	blow	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
greatest	greatest	js	greatest	great	0
use	use	n1	use	use	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
grounds	grounds	n2	grounds	ground	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
colours	colours	n2	colours	colour	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
be	be	vbb	be	be	0
it	it	pn31	it	it	0
Anile	Anile	j	Anile	anile	0
or	or	cc	or	or	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
materiali	materiali	fw-la	materiali	materiali	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
quality	quality	n1	quality	quality	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
7	7	crd	7	7	0
And	And	cc	And	and	0
because	because	p-acp	because	because	0
yellowes	yellowes	n2-jn	yellows	yellow	0
and	and	cc	and	and	0
greenes	greenes	n2-jn	greens	green	0
are	are	vbr	are	be	0
colours	colours	n2	colours	colour	0
of	of	pp-f	of	of	0
small	small	j	small	small	0
prices	prices	n2	princes	price	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
that	that	cst	that	that	0
Oide	Oide	j	Oide	oide	0
and	and	cc	and	and	0
Greenweed	Greenweed	vvb	Greenweed	greenwee	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
died	died	vvn	died	die	0
be	be	vbi	be	be	0
natural	natural	j	natural	natural	0
here	here	av	here	here	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
plenty	plenty	n1	plenty	plenty	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
our	our	po12	our	our	0
clothes	clothes	n2	clothes	clothes	0
so	so	av	so	so	0
died	died	vvn	died	die	0
to	to	p-acp	to	to	0
common	common	j	common	common	0
sale	sale	n1	sale	sale	0
in	in	p-acp	in	in	0
Turkie	Turkie	n1	Turkey	turquoise	0
were	were	vbdr	were	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
marchant	marchant	n1	merchant	merchant	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
poore	poore	j	poor	poor	0
subjects	subjects	n2-jn	subject's	subject	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
sale	sale	n1	sale	sale	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
natural	natural	j	natural	natural	0
colours	colours	n2	colours	colour	0
we	we	pns12	we	we	0
consume	consume	vvb	consume	consume	0
not	not	xx	not	not	0
our	our	po12	our	our	0
treasure	treasure	n1	treasure	treasure	0
in	in	p-acp	in	in	0
forren	forren	j	foreign	foreign	0
colours	colours	n2	colours	colour	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
sell	sell	vvb	fell	sell	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
trifles	trifles	n2	trifles	trifle	0
dearely	dearely	av-jn	dearly	dear	0
perhaps	perhaps	av	perhaps	perhaps	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
8	8	crd	8	8	0
The	The	dt	The	the	0
woolles	woolles	n2	wools	wool	0
being	being	vbg	being	be	0
natural	natural	j	natural	natural	0
,	,	,	,	,	0
and	and	cc	and	and	0
excellent	excellent	j	excellent	excellent	0
colours	colours	n2	colours	colour	0
for	for	p-acp	for	for	0
dying	dying	vvg	dying	die	0
becomming	becomming	vvg	becoming	become	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
meanes	meanes	n2	means	mean	0
here	here	av	here	here	0
also	also	av	also	also	0
natural	natural	j	natural	natural	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
arte	arte	n1	art	art	0
of	of	pp-f	of	of	0
Clothing	Clothing	vvg	Clothing	clothe	0
then	then	av	then	then	0
we	we	pns12	we	we	0
want	want	vvb	want	want	0
but	but	p-acp	but	but	0
one	one	crd	one	one	0
onely	onely	j	only	only	0
speciali	speciali	fw-la	speciali	speciali	0
thing	thing	n1	thing	thing	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
so	so	av	so	so	0
temperate	temperate	j	temperate	temperate	0
a	a	dt	a	a	0
climat	climat	n1	climate	climate	0
our	our	po12	our	our	0
people	people	n1	people	people	0
may	may	vmb	may	may	0
labor	labor	vvi	labour	labour	0
the	the	dt	the	the	0
yere	yere	n1	year	year	0
thorowout	thorowout	a-acp	throughout	throughout	0
,	,	,	,	,	0
whereas	whereas	cs	whereas	whereas	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
regions	regions	n2	regions	region	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
worke	worke	vvi	work	work	0
for	for	p-acp	for	for	0
extreme	extreme	j-jn	extreme	extreme	0
heat	heat	n1	heat	heat	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
other	other	j-jn	other	other	0
regions	regions	n2	regions	region	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
worke	worke	vvi	work	work	0
for	for	p-acp	for	for	0
extreme	extreme	j-jn	extreme	extreme	0
colde	colde	n-jn	cold	cold	0
a	a	dt	a	a	0
good	good	j	good	good	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
yere	yere	n1	year	year	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
great	great	j	great	great	0
and	and	cc	and	and	0
blessed	blessed	j-vvn	blessed	bless	0
abundance	abundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
victuali	victuali	fw-la	victuali	victuali	0
are	are	vbr	are	be	0
cheaply	cheaply	av-j	cheaply	cheap	0
fed	fed	vvn	fed	feed	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
may	may	vmb	may	may	0
afoord	afoord	vvi	afford	afford	0
their	their	po32	their	their	0
labour	labour	n1	labour	labour	0
cheape	cheape	j	cheap	cheap	0
.	.	.	.	.	1
And	And	cc	And	and	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Clothiers	Clothiers	n2	Clothiers	clothier	0
in	in	p-acp	in	in	0
Flanders	Flanders	np1	Flanders	Flanders	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
flatnesse	flatnesse	n1	flatness	flatness	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
rivers	rivers	n2	rivers	river	0
cannot	cannot	vmbx	cannot	can	0
make	make	vvi	make	make	0
Walkmilles	Walkmilles	n2	Walkmilles	walkmille	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
clothes	clothes	n2	clothes	clothes	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
are	are	vbr	are	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
thicken	thicken	vvi	thicken	thicken	0
and	and	cc	and	and	0
dresse	dresse	vvi	dress	dress	0
all	all	d	all	all	0
their	their	po32	their	their	0
clothes	clothes	n2	clothes	clothes	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
foot	foot	n1	foot	foot	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
labour	labour	n1	labour	labour	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
their	their	po32	their	their	0
clothes	clothes	n2	clothes	clothes	0
are	are	vbr	are	be	0
raised	raised	vvn	raised	raise	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
higher	higher	jc	higher	high	0
price	price	n1	price	price	0
,	,	,	,	,	0
we	we	pns12	we	we	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
Shires	Shires	n2	Shires	shire	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
milles	milles	n2	mills	mill	0
upon	upon	p-acp	upon	upon	0
falling	falling	j-vvg	falling	fall	0
rivers	rivers	n2	rivers	river	0
.	.	.	.	.	1
And	And	cc	And	and	0
these	these	d	these	these	0
rivers	rivers	n2	rivers	river	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
temperate	temperate	j	temperate	temperate	0
zones	zones	n2	zones	zone	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
dried	dried	vvn	dried	dry	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
Summer	Summer	n1	Summer	summer	0
with	with	p-acp	with	with	0
drought	drought	n1	drought	drought	0
and	and	cc	and	and	0
heat	heat	n1	heat	heat	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
rivers	rivers	n2	rivers	river	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
Spaine	Spaine	np1	Spaine	Spain	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
hotter	hotter	jc	hotter	hot	0
regions	regions	n2	regions	region	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
frozen	frozen	j-vvn	frozen	freeze	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
Winter	Winter	n1	Winter	winter	0
as	as	c-acp	as	as	0
all	all	d	all	all	0
the	the	dt	the	the	0
rivers	rivers	n2	rivers	river	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
North	North	n1	North	north	0
regions	regions	n2	regions	region	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
milles	milles	n2	mills	mill	0
236	236	crd	236	236	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
REMEMBRANCES	REMEMBRANCES	n2	REMEMBRANCES	remembrance	0
FOR	FOR	p-acp	FOR	for	0
A	A	dt	A	a	0
FACTOR	FACTOR	n1	FACTOR	factor	0
may	may	vmb	may	may	0
go	go	vvi	go	go	0
and	and	cc	and	and	0
worke	worke	vvi	work	work	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
times	times	n2	times	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
dresse	dresse	vvi	dress	dress	0
clothes	clothes	n2	clothes	clothes	0
cheaply	cheaply	av-j	cheaply	cheap	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
also	also	av	also	also	0
for	for	p-acp	for	for	0
scowring	scowring	vvg	scouring	scour	0
our	our	po12	our	our	0
clothes	clothes	n2	clothes	clothes	0
earths	earths	n2	earth's	earth	0
and	and	cc	and	and	0
claies	claies	n2	claies	clay	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Walkers	Walkers	ng1	Walker's	walker	0
clay	clay	n1	clay	clay	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
clay	clay	n1	clay	clay	0
of	of	pp-f	of	of	0
Oborne	Oborne	np1	Oborne	Oborne	0
little	little	av-j	little	little	0
inferior	inferior	j-jn	inferior	inferior	0
to	to	p-acp	to	to	0
Sope	Sope	n1	Soap	soap	0
in	in	p-acp	in	in	0
scowring	scowring	vvg	scouring	scour	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
thicking	thicking	vvg	thicking	thick	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
also	also	av	also	also	0
have	have	vhb	have	have	0
we	we	pns12	we	we	0
some	some	d	some	some	0
reasonable	reasonable	j	reasonable	reasonable	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
Alum	Alum	n1	Alum	alum	0
and	and	cc	and	and	0
Copporas	Copporas	np1	Copporas	Copporas	0
here	here	av	here	here	0
made	made	vvd	made	make	0
for	for	p-acp	for	for	0
dying	dying	vvg	dying	die	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
like	like	j	like	like	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
increase	increase	n1	increase	increase	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
many	many	d	many	many	0
good	good	j	good	good	0
waters	waters	n2	waters	water	0
apt	apt	j	apt	apt	0
for	for	p-acp	for	for	0
dying	dying	vvg	dying	die	0
,	,	,	,	,	0
and	and	cc	and	and	0
people	people	n1	people	people	0
to	to	pc-acp	to	to	0
spin	spin	vvi	spin	spin	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
labours	labours	n2	labours	labour	0
we	we	pns12	we	we	0
want	want	vvb	want	want	0
not	not	xx	not	not	0
.	.	.	.	.	1
So	So	av	So	so	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
wanteth	wanteth	vvz	wants	want	0
,	,	,	,	,	0
if	if	cs	if	if	0
colours	colours	n2	colours	colour	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
natural	natural	j	natural	natural	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
Oile	Oile	n1	Oil	oil	0
:	:	:	:	:	0
the	the	dt	the	the	0
want	want	n1	want	want	0
whereof	whereof	c-crq	whereof	whereof	0
if	if	cs	if	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
could	could	vmd	could	can	0
devise	devise	vvi	devise	devise	0
to	to	pc-acp	to	to	0
supply	supply	vvi	supply	supply	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
full	full	j	full	full	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
become	become	vvi	become	become	0
natural	natural	j	natural	natural	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
he	he	pns31	he	he	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
he	he	pns31	he	he	0
were	were	vbdr	were	be	0
that	that	cst	that	that	0
could	could	vmd	could	can	0
bring	bring	vvi	bring	bring	0
it	it	pn31	it	it	0
about	about	a-acp	about	about	0
,	,	,	,	,	0
might	might	vmd	might	may	0
deserve	deserve	vvi	deserve	deserve	0
immortali	immortali	fw-la	immortali	immortali	0
fame	fame	n1	fame	fame	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
our	our	po12	our	our	0
Common	Common	j	Common	common	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
a	a	dt	a	a	0
devise	devise	n1	devise	devise	0
was	was	vbds	was	be	0
offered	offered	vvn	offered	offer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Parliament	Parliament	n1	Parliament	parliament	0
and	and	cc	and	and	0
refused	refused	vvn	refused	refuse	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
denied	denied	vvd	denied	deny	0
to	to	pc-acp	to	to	0
endow	endow	vvi	endow	endow	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
liberty	liberty	n1	liberty	liberty	0
,	,	,	,	,	0
some	some	d	some	some	0
others	others	n2-jn	others	other	0
having	having	vhg	having	have	0
obtained	obtained	vvn	obtained	obtain	0
the	the	dt	the	the	0
same	same	d	same	same	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
that	that	cst	that	that	0
practised	practised	vvd	practised	practise	0
to	to	pc-acp	to	to	0
worke	worke	vvi	work	work	0
that	that	d	that	that	0
effect	effect	n1	effect	effect	0
by	by	p-acp	by	by	0
Radish	Radish	n1	Radish	radish	0
seed	seed	n1	seed	seed	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
onely	onely	av-j	only	only	0
made	made	vvd	made	make	0
a	a	dt	a	a	0
triall	triall	n1	trial	trial	0
of	of	pp-f	of	of	0
small	small	j	small	small	0
quantity	quantity	n1	quantity	quantity	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
went	went	vvd	went	go	0
no	no	dx	no	no	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
that	that	d	that	that	0
Oile	Oile	n1	Oil	oil	0
in	in	p-acp	in	in	0
plenty	plenty	n1	plenty	plenty	0
:	:	:	:	:	0
and	and	cc	and	and	0
now	now	av	now	now	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
offered	offered	vvd	offered	offer	0
this	this	d	this	this	0
devise	devise	n1	devise	devise	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
marchant	marchant	n1	merchant	merchant	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
and	and	cc	and	and	0
withall	withall	av	withal	withal	0
the	the	dt	the	the	0
devise	devise	n1	devise	devise	0
is	is	vbz	is	be	0
dead	dead	j	dead	dead	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
by	by	p-acp	by	by	0
one	one	pi	one	one	0
that	that	cst	that	that	0
wrote	wrote	vvd	wrote	write	0
of	of	pp-f	of	of	0
Afrike	Afrike	np1	Afrike	Africa	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
Egypt	Egypt	np1	Egypt	Egypt	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
city	city	n1	city	city	0
called	called	vvn	called	call	0
Muhaisira	Muhaisira	np1	Muhaisira	Muhaisira	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
many	many	d	many	many	0
milles	milles	n2	mills	mill	0
imployed	imployed	vvn	employed	employ	0
in	in	p-acp	in	in	0
making	making	vvg	making	make	0
of	of	pp-f	of	of	0
Oile	Oile	n1	Oil	oil	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
seed	seed	n1	seed	seed	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
herbe	herbe	n1	herb	herb	0
called	called	vvd	called	call	0
Sesamum	Sesamum	n1	Sesamum	sesamum	0
.	.	.	.	.	1
