Here	Here	av	Here	here	0
Ongear	Ongear	n1	Ongear	ongear	0
and	and	cc	and	and	0
the	the	dt	the	the	0
mountaines	mountaines	n2	mountains	mountain	0
Nostre	Nostre	fw-fr	Nostre	nostre	0
Dame	Dame	np1	Dame	Dame	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
South	South	n1	South	south	0
side	side	n1	side	side	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
river	river	n1	river	river	0
,	,	,	,	,	0
are	are	vbr	are	be	0
North	North	n1	North	north	0
and	and	cc	and	and	0
South	South	n1	South	south	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
cut	cut	vvn	cut	cut	0
over	over	a-acp	over	over	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
one	one	crd	one	one	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
is	is	vbz	is	be	0
ten	ten	crd	ten	ten	0
leagues	leagues	n2	leagues	league	0
:	:	:	:	:	0
and	and	cc	and	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
here	here	av	here	here	0
the	the	dt	the	the	0
abredth	abredth	n1	abredth	abredth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea.	Sea.	n1	Sea.	sea	1
The	The	dt	The	the	0
poynt	poynt	n1	point	point	0
of	of	pp-f	of	of	0
Ongear	Ongear	n1	Ongear	ongear	0
and	and	cc	and	and	0
the	the	dt	the	the	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
Caen	Caen	np1	Caen	Caen	0
lie	lie	vvb	lie	lie	0
East	East	n1	East	east	0
and	and	cc	and	and	0
West	West	n1	West	west	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
distant	distant	j	distant	distant	0
12.	12.	crd	12.	12.	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
And	And	cc	And	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Ascension	Ascension	n1	Ascension	ascension	0
hither	hither	av	hither	hither	0
is	is	vbz	is	be	0
very	very	av	very	very	0
good	good	j	good	good	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
growe	growe	vvb	grow	grow	0
all	all	d	all	all	0
sortes	sortes	n2	sorts	sort	0
of	of	pp-f	of	of	0
trees	trees	n2	trees	tree	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
France	France	np1	France	France	0
and	and	cc	and	and	0
some	some	d	some	some	0
fruits	fruits	n2	fruits	fruit	0
.	.	.	.	.	1
The	The	dt	The	the	0
poynt	poynt	n1	point	point	0
of	of	pp-f	of	of	0
Ongear	Ongear	n1	Ongear	ongear	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
49.	49.	crd	49.	49.	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
And	And	cc	And	and	0
the	the	dt	the	the	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
Caen	Caen	np1	Caen	Caen	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Raquelle	Raquelle	fw-fr	Raquelle	raquelle	0
lye	lye	n1	lie	lie	0
Northeast	Northeast	np1	Northeast	Northeast	0
and	and	cc	and	and	0
Southwest	Southwest	np1	Southwest	Southwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
distant	distant	j	distant	distant	0
12.	12.	crd	12.	12.	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
The	The	dt	The	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Raquelle	Raquelle	fw-fr	Raquelle	raquelle	0
is	is	vbz	is	be	0
278	278	crd	278	278	0
in	in	p-acp	in	in	0
48.	48.	crd	48.	48.	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
In	In	p-acp	In	in	0
this	this	d	this	this	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
Caen	Caen	np1	Caen	Caen	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
great	great	j	great	great	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
fish	fish	n1	fish	fish	0
.	.	.	.	.	1
And	And	cc	And	and	0
here	here	av	here	here	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
past	past	p-acp	passed	past	0
8.	8.	crd	8.	8.	0
leagues	leagues	n2	leagues	league	0
The	The	dt	The	the	0
river	river	n1	river	river	0
%	%	%	%	%	0
broad	broad	j	broad	broad	0
.	.	.	.	.	1
The	The	dt	The	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Raquelle	Raquelle	fw-fr	Raquelle	raquelle	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
very	very	av	very	very	0
low	low	j	low	low	0
Isle	Isle	n1	Isle	isle	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
hoad	hoad	n1	hoad	hoad	0
.	.	.	.	.	0
neere	neere	av-j	near	near	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
South	South	n1	South	south	0
shore	shore	n1	shore	shore	0
,	,	,	,	,	0
hard	hard	av-j	hard	hard	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
high	high	j	high	high	0
Cape	Cape	n1	Cape	cape	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Cape	Cape	n1	Cape	cape	0
of	of	pp-f	of	of	0
Marble	Marble	n1	Marble	marble	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
danger	danger	n1	danger	danger	0
there	there	a-acp	there	there	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
.	.	.	.	.	1
And	And	cc	And	and	0
betweene	betweene	p-acp	between	between	0
Raquelle	Raquelle	fw-fr	Raquelle	raquelle	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Cape	Cape	n1	Cape	cape	0
of	of	pp-f	of	of	0
Marble	Marble	n1	Marble	marble	0
ships	ships	n2	ships	ship	0
may	may	vmb	may	may	0
passe	passe	vvi	pass	pass	0
.	.	.	.	.	1
And	And	cc	And	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
South	South	n1	South	south	0
shore	shore	n1	shore	shore	0
above	above	p-acp	above	above	0
one	one	crd	one	one	0
league	league	n1	league	league	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
North	North	n1	North	north	0
shore	shore	n1	shore	shore	0
about	about	p-acp	about	about	0
foure	foure	crd	foure	four	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
The	The	dt	The	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Raquelle	Raquelle	fw-fr	Raquelle	raquelle	0
and	and	cc	and	and	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
of	of	pp-f	of	of	0
Saguenay	Saguenay	np1	Saguenay	Saguenay	0
are	are	vbr	are	be	0
Northeast	Northeast	np1	Northeast	Northeast	0
Westsouthwest	Westsouthwest	np1	Westsouthwest	Westsouthwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
distant	distant	j	distant	distant	0
14.	14.	crd	14.	14.	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
betweene	betweene	p-acp	between	between	0
them	them	pno32	them	they	0
two	two	crd	two	two	0
small	small	j	small	small	0
Islandes	Islandes	n2	Islands	island	0
neere	neere	av-j	near	near	0
the	the	dt	the	the	0
North	North	n1	North	north	0
shore	shore	n1	shore	shore	0
.	.	.	.	.	1
The	The	dt	The	the	0
entrance	entrance	n1	entrance	entrance	0
The	The	dt	The	the	0
entrance	entrance	n1	entrance	entrance	0
of	of	pp-f	of	of	0
Saguenay	Saguenay	np1	Saguenay	Saguenay	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
48.	48.	crd	48.	48.	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
and	and	cc	and	and	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
past	past	vvn	passed	pass	0
a	a	dt	a	a	0
quarter	quarter	n1	quarter	quarter	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
league	league	n1	league	league	0
in	in	p-acp	in	in	0
breadth	breadth	n1	breadth	breadth	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
dangerous	dangerous	j	dangerous	dangerous	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
Southwest	Southwest	n1	Southwest	southwest	0
:	:	:	:	:	0
and	and	cc	and	and	0
two	two	crd	two	two	0
or	or	cc	or	or	0
three	three	crd	three	three	0
leagues	leagues	n2	leagues	league	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
it	it	pn31	it	it	0
beginneth	beginneth	vvz	begins	begin	0
to	to	pc-acp	to	to	0
waxe	waxe	vvi	wax	wax	0
wider	wider	jc	wider	wide	0
and	and	cc	and	and	0
wider	wider	av-jc	wider	wide	0
:	:	:	:	:	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
seemeth	seemeth	vvz	seems	seem	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
an	an	dt	and	a	0
arme	arme	n1	arm	arm	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
:	:	:	:	:	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
that	that	cst	that	that	0
the	the	dt	the	the	0
same	same	d	same	same	0
runneth	runneth	vvz	runneth	run	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
of	of	pp-f	of	of	0
Cathay	Cathay	np1	Cathay	Cathay	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
sendeth	sendeth	vvz	sends	send	0
foorth	foorth	av	forth	forth	0
there	there	a-acp	there	there	0
a	a	dt	a	a	0
great	great	j	great	great	0
The	The	dt	The	the	0
sea	sea	n1	sea	sea	0
of	of	pp-f	of	of	0
current	current	n1	current	current	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
doth	doth	vdz	does	do	0
runne	runne	vvi	run	run	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
place	place	n1	place	place	0
a	a	dt	a	a	0
terrible	terrible	j	terrible	terrible	0
rase	rase	n1	raze	race	0
or	or	cc	or	or	0
tyde	tyde	n1	tIED	tide	0
.	.	.	.	.	1
And	And	cc	And	and	0
here	here	av	here	here	0
the	the	dt	the	the	0
river	river	n1	river	river	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
North	North	n1	North	north	0
shore	shore	n1	shore	shore	0
to	to	p-acp	to	to	0
The	The	dt	The	the	0
river	river	n1	river	river	0
not	not	xx	not	not	0
the	the	dt	the	the	0
South	South	n1	South	south	0
shore	shore	n1	shore	shore	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
past	past	p-acp	passed	past	0
foure	foure	crd	foure	four	0
leagues	leagues	n2	leagues	league	0
in	in	p-acp	in	in	0
breadth	breadth	n1	breadth	breadth	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
dangerous	dangerous	j	dangerous	dangerous	0
passage	passage	n1	passage	passage	0
betweene	betweene	p-acp	between	between	0
both	both	d	both	both	0
the	the	dt	the	the	0
lands	lands	n2	lands	land	0
,	,	,	,	,	0
because	because	p-acp	because	because	0
‘	‘	‘	‘	‘	0
there	there	a-acp	there	there	0
lie	lie	vvi	lie	lie	0
bankes	bankes	n2	banks	bank	0
of	of	pp-f	of	of	0
rockes	rockes	n2	rocks	rock	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
river	river	n1	river	river	0
.	.	.	.	.	1
The	The	dt	The	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Raquelle	Raquelle	fw-fr	Raquelle	raquelle	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Hares	Hares	ng1	Hares	hare	0
lye	lye	n1	lie	lie	0
Northeast	Northeast	np1	Northeast	Northeast	0
and	and	cc	and	and	0
Southwest	Southwest	np1	Southwest	Southwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
take	take	vvb	take	take	0
J	J	pns11	J	i	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
East	East	n1	East	east	0
and	and	cc	and	and	0
the	the	dt	the	the	0
West	West	n1	West	west	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
distant	distant	j	distant	distant	0
18.	18.	crd	18.	18.	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
The	The	dt	The	the	0
entrance	entrance	n1	entrance	entrance	0
of	of	pp-f	of	of	0
Saguenay	Saguenay	np1	Saguenay	Saguenay	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Liepueres	Liepueres	fw-la	Liepueres	liepueres	0
or	or	cc	or	or	0
Hares	Hares	ng1	Hares	hare	0
lie	lie	n1	lie	lie	0
Northnortheast	Northnortheast	np1	Northnortheast	Northnortheast	0
&	&	cc	&	and	0
Southsouthwest	Southsouthwest	np1	Southsouthwest	Southsouthwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
distant	distant	j	distant	distant	0
5.	5.	crd	5.	5.	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
The	The	dt	The	the	0
entrance	entrance	n1	entrance	entrance	0
of	of	pp-f	of	of	0
Saguenay	Saguenay	np1	Saguenay	Saguenay	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Raquelle	Raquelle	fw-fr	Raquelle	raquelle	0
are	are	vbr	are	be	0
Northnorthwest	Northnorthwest	n1-an	Northnorthwest	northnorthwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
Southsouthwest	Southsouthwest	n1	Southsouthwest	southsouthwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
distant	distant	j	distant	distant	0
three	three	crd	three	three	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
The	The	np1	The	The	0
The	The	dt	The	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Hares	Hares	n2	Hares	hare	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
48	48	crd	48	48	0
and	and	cc	and	and	0
A	A	av	A	a	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
degree	degree	n1	degree	degree	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
the	the	dt	the	the	0
Mountaines	Mountaines	n2	Mountains	mountain	0
of	of	pp-f	of	of	0
Nostre	Nostre	fw-fr	Nostre	nostre	0
Dame	Dame	n1	Dame	dame	0
unto	unto	p-acp	unto	unto	0
Canada	Canada	np1	Canada	Canada	0
and	and	cc	and	and	0
unto	unto	p-acp	unto	unto	0
fg^	fg^	n1	fg^	fg^	0
port	port	n1	port	port	0
_	_	_		_	0
Hochelaga	Hochelaga	np1	Hochelaga	Hochelaga	0
,	,	,	,	,	0
all	all	d	all	all	0
the	the	dt	the	the	0
land	land	n1	land	land	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
South	South	n1	South	south	0
coast	coast	n1	coast	coast	0
is	is	vbz	is	be	0
faire	faire	j	fair	fair	0
,	,	,	,	,	0
a	a	dt	a	a	0
lowe	lowe	j	low	low	0
[	[	[	[	[	0
III	III	crd	III	three	0
.	.	.	.	.	1
239.	239.	crd	239.	239.	0
]	]	]	]	]	0
land	land	n1	land	land	0
and	and	cc	and	and	0
goodly	goodly	j	goodly	goodly	0
champaigne	champaigne	n1	champagne	champagne	0
,	,	,	,	,	0
all	all	d	all	all	0
covered	covered	vvn	covered	cover	0
with	with	p-acp	with	with	0
trees	trees	n2	trees	tree	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
brink	brink	n1	brink	brink	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
river	river	n1	river	river	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
land	land	n1	land	land	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
North	North	n1	North	north	0
side	side	n1	side	side	0
is	is	vbz	is	be	0
higher	higher	jc	higher	high	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
places	places	n2	places	place	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
high	high	j	high	high	0
mountaines	mountaines	n2	mountains	mountain	0
.	.	.	.	.	1
And	And	cc	And	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Hares	Hares	n2	Hares	hare	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Orleans	Orleans	np1	Orleans	Orleans	0
the	the	dt	the	the	0
279	279	crd	279	279	0
Note	Note	n1	Note	note	0
.	.	.	.	.	0
river	river	n1	river	river	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
past	past	p-acp	passed	past	0
4	4	crd	4	4	0
or	or	cc	or	or	0
5	5	crd	5	5	0
leagues	leagues	n2	leagues	league	0
broad	broad	j	broad	broad	0
.	.	.	.	.	1
Betweene	Betweene	p-acp	Between	between	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Hares	Hares	n2	Hares	hare	0
and	and	cc	and	and	0
the	the	dt	the	the	0
highland	highland	n1	highland	highland	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
North	North	n1	North	north	0
side	side	n1	side	side	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
past	past	p-acp	passed	past	0
a	a	dt	a	a	0
league	league	n1	league	league	0
and	and	cc	and	and	0
an	an	dt	and	a	0
halfe	halfe	j-jn	half	half	0
broad	broad	j	broad	broad	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
very	very	av	very	very	0
deepe	deepe	j-jn	deep	deep	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
above	above	p-acp	above	above	0
100.	100.	crd	100.	100	0
fathoms	fathoms	n2	fathoms	fathom	0
deepe	deepe	av-jn	deep	deep	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middest	middest	n1	midst	midst	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
the	the	dt	the	the	0
East	East	n1	East	east	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Hares	Hares	n2	Hares	hare	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
2	2	crd	2	2	0
or	or	cc	or	or	0
3	3	crd	3	3	0
small	small	j	small	small	0
Isles	Isles	n2	Isles	isle	0
and	and	cc	and	and	0
rockes	rockes	n2	rocks	rock	0
.	.	.	.	.	1
And	And	cc	And	and	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
Des	Des	fw-fr	Des	des	0
Coudres	Coudres	n2	Coudres	coudre	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
Filbeards	Filbeards	n2	Filbeards	filbeard	0
,	,	,	,	,	0
all	all	d	all	all	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
Isles	Isles	n2	Isles	isle	0
and	and	cc	and	and	0
rockes	rockes	n2	rocks	rock	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
South	South	n1	South	south	0
shore	shore	n1	shore	shore	0
:	:	:	:	:	0
and	and	cc	and	and	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
North	North	n1	North	north	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
is	is	vbz	is	be	0
fayre	fayre	j	fair	fair	0
and	and	cc	and	and	0
deepe	deepe	j-jn	deep	deep	0
.	.	.	.	.	1
The	The	dt	The	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Hares	Hares	n2	Hares	hare	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Filbeards	Filbeards	n2	Filbeards	filbeard	0
lie	lie	vvb	lie	lie	0
northeast	northeast	n1	northeast	north-east	0
,	,	,	,	,	0
West	West	n1	West	west	0
and	and	cc	and	and	0
Southwest	Southwest	np1	Southwest	Southwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
distant	distant	j	distant	distant	0
12	12	crd	12	12	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
And	And	cc	And	and	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
alwayes	alwayes	av	always	always	0
run	run	vvi	run	run	0
along	along	a-acp	along	along	0
the	the	dt	the	the	0
high	high	j	high	high	0
land	land	n1	land	land	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
north	north	n1	north	north	0
shore	shore	n1	shore	shore	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
shore	shore	n1	shore	shore	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
rocks	rocks	n2	rocks	rock	0
.	.	.	.	.	1
And	And	cc	And	and	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
passe	passe	vvi	pass	pass	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
side	side	n1	side	side	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Filbeards	Filbeards	n2	Filbeards	filbeard	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
river	river	n1	river	river	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
past	past	p-acp	passed	past	0
a	a	dt	a	a	0
quarter	quarter	n1	quarter	quarter	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
league	league	n1	league	league	0
broad	broad	j	broad	broad	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
sayle	sayle	vvi	sail	sail	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middest	middest	n1	midst	midst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
chanel	chanel	n1	channel	chanel	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middest	middest	n1	midst	midst	0
runneth	runneth	vvz	runneth	run	0
the	the	dt	the	the	0
best	best	js	best	best	0
passage	passage	n1	passage	passage	0
either	either	av-d	either	either	0
at	at	p-acp	at	at	0
an	an	dt	and	a	0
hie	hie	n1	high	hie	0
or	or	cc	or	or	0
a	a	dt	a	a	0
low	low	j	low	low	0
water	water	n1	water	water	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
runneth	runneth	vvz	runneth	run	0
there	there	a-acp	there	there	0
strongly	strongly	av-j	strongly	strong	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
great	great	j	great	great	0
dangers	dangers	n2	dangers	danger	0
of	of	pp-f	of	of	0
rocks	rocks	n2	rocks	rock	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
neede	neede	n1	need	need	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
ancre	ancre	n1	anchor	anchor	0
and	and	cc	and	and	0
cable	cable	n1	cable	cable	0
.	.	.	.	.	1
The	The	dt	The	the	0
isle	isle	n1	isle	isle	0
of	of	pp-f	of	of	0
Filbeards	Filbeards	n2	Filbeards	filbeard	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
small	small	j	small	small	0
isle	isle	n1	isle	isle	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
one	one	crd	one	one	0
league	league	n1	league	league	0
long	long	av-j	long	long	0
,	,	,	,	,	0
and	and	cc	and	and	0
halfe	halfe	av-jn	half	half	0
a	a	dt	a	a	0
league	league	n1	league	league	0
broad	broad	j	broad	broad	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
all	all	d	all	all	0
banks	banks	n2	banks	bank	0
of	of	pp-f	of	of	0
sand	sand	n1	sand	sand	0
.	.	.	.	.	1
The	The	dt	The	the	0
isle	isle	n1	isle	isle	0
of	of	pp-f	of	of	0
The	The	dt	The	the	0
isle	isle	n1	isle	isle	0
of	of	pp-f	of	of	0
Filberds	Filberds	n2	Filberts	filbert	0
stands	stands	vvz	stands	stand	0
in	in	p-acp	in	in	0
47.	47.	crd	47.	47.	0
deg	deg	n1	deg	deg	0
.	.	.	.	.	0
and	and	cc	and	and	0
f	f	zz	f	f	0
.	.	.	.	.	1
The	The	dt	The	the	0
isle	isle	n1	isle	isle	0
filbeards	filbeards	n2	filbeards	filbeard	0
in	in	p-acp	in	in	0
of	of	pp-f	of	of	0
FUberds	FUberds	n2	FUberds	fuberd	0
and	and	cc	and	and	0
the	the	dt	the	the	0
isle	isle	n1	isle	isle	0
of	of	pp-f	of	of	0
Orleans	Orleans	np1	Orleans	Orleans	0
lie	lie	vvb	lie	lie	0
northeast	northeast	n1	northeast	north-east	0
and	and	cc	and	and	0
‘	‘	‘	‘	‘	0
and	and	cc	and	and	0
‘	‘	‘	‘	‘	0
^quar	^quar	fw-la	^quar	^quar	0
-	-	-	-	-	0
southwest	southwest	n1	southwest	southwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
distant	distant	j	distant	distant	0
10	10	crd	10	10	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
