also	also	av	also	also	0
8957.	8957.	crd	8957.	8957.	0
nobles	nobles	n2-j	nobles	noble	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
made	made	vvn	made	make	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Prussians	Prussians	np1	Prussians	Prussians	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
summe	summe	n1	sum	sum	0
of	of	pp-f	of	of	0
22496.	22496.	crd	22496.	22496.	0
nobles	nobles	n2-j	nobles	noble	0
,	,	,	,	,	0
sixe	sixe	crd	sixe	six	0
pence	pence	n2	pence	penny	0
,	,	,	,	,	0
halfe	halfe	j-jn	half	half	0
peny	peny	n1	penny	penny	0
,	,	,	,	,	0
farthing	farthing	n1	farthing	farthing	0
,	,	,	,	,	0
recom-89	recom-89	j	recom-89	recom-89	0
pense	pense	fw-fr	pense	pense	0
to	to	p-acp	to	to	0
be	be	vbi	be	be	0
performed	performed	vvn	performed	perform	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Livonians	Livonians	njp2	Livonians	livonians	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
damages	damages	n2	damages	damage	0
and	and	cc	and	and	0
injuries	injuries	n2	injuries	injury	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
very	very	j	very	very	0
deede	deede	n1	deed	deed	0
proceeded	proceeded	vvd	proceeded	proceed	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
consent	consent	n1	consent	consent	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
subjects	subjects	n2-jn	subject's	subject	0
offered	offered	vvd	offered	offer	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
afore	afore	p-acp	afore	afore	0
sayd	sayd	vvn	said	say	0
,	,	,	,	,	0
and	and	cc	and	and	0
within	within	p-acp	within	within	0
three	three	crd	three	three	0
yeares	yeares	n2	years	year	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
feast	feast	n1	feast	feast	0
of	of	pp-f	of	of	0
Easter	Easter	n1	Easter	easter	0
next	next	ord	next	next	0
ensuing	ensuing	vvg	ensuing	ensue	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
summes	summes	n2	sums	sum	0
of	of	pp-f	of	of	0
money	money	n1	money	money	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
payed	payed	vvn	paid	pay	0
at	at	p-acp	at	at	0
three	three	crd	three	three	0
payments	payments	n2	payments	payment	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
three	three	crd	three	three	0
equall	equall	j-jn	equal	equal	0
portions	portions	n2	portions	portion	0
.	.	.	.	.	1
Conditionally	Conditionally	av-j	Conditionally	conditional	0
that	that	cst	that	that	0
unto	unto	p-acp	unto	unto	0
our	our	po12	our	our	0
subjects	subjects	n2-jn	subject's	subject	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
endamaged	endamaged	vvn	endamaged	endamage	0
correspondent	correspondent	j	correspondent	correspondent	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
be	be	vbb	be	be	0
likewise	likewise	av	likewise	likewise	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
part	part	n1	part	part	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
terme	terme	n1	term	term	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
foresayd	foresayd	j-vvn	foresaid	foresay	0
three	three	crd	three	three	0
yeeres	yeeres	n2	years	year	0
performed	performed	vvn	performed	perform	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
paying	paying	vvg	paying	pay	0
the	the	dt	the	the	0
summes	summes	n2	sums	sum	0
of	of	pp-f	of	of	0
766.	766.	crd	766.	766.	0
nobles	nobles	n2-j	nobles	noble	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
4535.	4535.	crd	4535.	4535.	0
nobles	nobles	n2-j	nobles	noble	0
,	,	,	,	,	0
demaunded	demaunded	vvd	demanded	demand	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
behalfe	behalfe	n1	behalf	behalf	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
payment	payment	n1	payment	payment	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
summes	summes	n2	sums	sum	0
as	as	c-acp	as	as	0
within	within	p-acp	within	within	0
one	one	crd	one	one	0
yeere	yeere	n1	year	year	0
immediately	immediately	av-j	immediately	immediate	0
ensuing	ensuing	vvg	ensuing	ensue	0
the	the	dt	the	the	0
feast	feast	n1	feast	feast	0
of	of	pp-f	of	of	0
Easter	Easter	n1	Easter	easter	0
aforesayd	aforesayd	vvn	aforesaid	aforesaid	0
,	,	,	,	,	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
found	found	vvn	found	find	0
by	by	p-acp	by	by	0
sufficient	sufficient	j	sufficient	sufficient	0
declarations	declarations	n2	declarations	declaration	0
and	and	cc	and	and	0
proofes	proofes	n2	proofs	proof	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
behalfe	behalfe	n1	behalf	behalf	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
subjects	subjects	n2-jn	subject's	subject	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
aforesayd	aforesayd	vvn	aforesaid	aforesaid	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
due	due	j-jn	due	due	0
.	.	.	.	.	1
Even	Even	j	Even	even	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
in	in	p-acp	in	in	0
like	like	j	like	like	0
maner	maner	n1	manner	manner	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
within	within	p-acp	within	within	0
our	our	po12	our	our	0
citie	citie	n1	city	city	0
aforesayd	aforesayd	vvn	aforesaid	aforesaid	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
as	as	c-acp	as	as	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
request	request	n1	request	request	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
ambassadors	ambassadors	n2	ambassadors	ambassador	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Livonians	Livonians	njp2	Livonians	livonians	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
required	required	vvn	required	require	0
to	to	pc-acp	to	to	0
procure	procure	vvi	procure	procure	0
some	some	d	some	some	0
holesome	holesome	j	wholesome	wholesome	0
remedy	remedy	n1	remedy	remedy	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
soules	soules	n2	souls	soul	0
of	of	pp-f	of	of	0
certaine	certaine	j	certain	certain	0
drowned	drowned	j-vvn	drowned	drown	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
conscience	conscience	n1	conscience	conscience	0
and	and	cc	and	and	0
religion	religion	n1	religion	religion	0
seemeth	seemeth	vvz	seems	seem	0
to	to	pc-acp	to	to	0
chalenge	chalenge	vvi	challenge	challenge	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
whom	whom	r-crq	whom	who	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
moved	moved	vvn	moved	move	0
with	with	p-acp	with	with	0
compassion	compassion	n1	compassion	compassion	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
sakes	sakes	n2	sakes	sake	0
heartily	heartily	av-j	heartily	hearty	0
condole	condole	vvi	condole	condole	0
their	their	po32	their	their	0
mishaps	mishaps	n2	mishaps	mishap	0
)	)	)	)	)	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
(	(	(	(	(	0
our	our	po12	our	our	0
entier	entier	j	entire	entire	0
friend	friend	n1	friend	friend	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
certaintie	certaintie	n1	certainty	certainty	0
to	to	pc-acp	to	to	0
understand	understand	vvi	understand	understand	0
,	,	,	,	,	0
that	that	cst	that	that	0
after	after	c-acp	after	after	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
letters	letters	n2	letters	letter	0
advertized	advertized	vvn	advertized	advertise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
number	number	n1	number	number	0
,	,	,	,	,	0
state	state	n1	state	state	0
,	,	,	,	,	0
and	and	cc	and	and	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
parties	parties	n2	parties	party	0
drowned	drowned	vvn	drowned	drown	0
,	,	,	,	,	0
we	we	pns12	we	we	0
will	will	vmb	will	will	0
cause	cause	vvi	cause	cause	0
suffrages	suffrages	n2	suffrages	suffrage	0
of	of	pp-f	of	of	0
prayers	prayers	n2	prayers	prayer	0
and	and	cc	and	and	0
divers	divers	j	diverse	diverse	0
other	other	j-jn	other	other	0
holesome	holesome	j	wholesome	wholesome	0
remedies	remedies	n2	remedies	remedy	0
profitable	profitable	j	profitable	profitable	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
soules	soules	n2	souls	soul	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
deceased	deceased	j-vvn	deceased	decease	0
and	and	cc	and	and	0
acceptable	acceptable	j	acceptable	acceptable	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
and	and	cc	and	and	0
men	men	n2	men	man	0
,	,	,	,	,	0
religiously	religiously	av-j	religiously	religious	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ordained	ordained	vvn	ordained	ordain	0
and	and	cc	and	and	0
provided	provided	vvn	provided	provide	0
:	:	:	:	:	0
upon	upon	p-acp	upon	upon	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
soules	soules	n2	souls	soul	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
drowned	drowned	j-vvn	drowned	drown	0
countrey	countrey	n1	country	country	0
men	men	n2	men	man	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
like	like	j	like	like	0
remedie	remedie	n1	remedy	remedy	0
provided	provided	vvn	provided	provide	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
.	.	.	.	.	1
The	The	dt	The	the	0
almighty	almighty	j-jn	almighty	almighty	0
grant	grant	n1	grant	grant	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
whole	whole	j-jn	whole	whole	0
Order	Order	n1	Order	order	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
prosperously	prosperously	av-j	prosperously	prosperous	0
triumph	triumph	vvi	triumph	triumph	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
enemies	enemies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
his	his	po31	his	his	0
crosse	crosse	n1	cross	cross	0
.	.	.	.	.	1
Given	Given	j-vvn	Given	give	0
under	under	p-acp	under	under	0
our	our	po12	our	our	0
privie	privie	j	privy	privy	0
seale	seale	n1	seal	seal	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
palace	palace	n1	palace	palace	0
of	of	pp-f	of	of	0
Westminster	Westminster	np1	Westminster	Westminster	0
the	the	dt	the	the	0
26.	26.	crd	26.	26.	0
of	of	pp-f	of	of	0
March	March	n1	March	march	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yere	yere	n1	year	year	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
1408.	1408.	crd	1408.	1408.	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ninth	ninth	ord	ninth	nine	0
yere	yere	n1	year	year	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
reigne	reigne	n1	reign	reign	0
.	.	.	.	.	1
90	90	crd	90	90	1
