1572-87	1572-87	j	1572-87	1572-87	0
returned	returned	vvn	returned	return	0
unto	unto	p-acp	unto	unto	0
his	his	po31	his	his	0
boate	boate	n1	boat	boat	0
they	they	pns32	they	they	0
shotte	shotte	vvd	shot	shoot	0
their	their	po32	their	their	0
arrowes	arrowes	n2	arrows	arrow	0
at	at	p-acp	at	at	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
killed	killed	vvd	killed	kill	0
two	two	crd	two	two	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
hee	hee	pns31	he	he	0
himselfe	himselfe	px31	himself	himself	0
was	was	vbds	was	be	0
wounded	wounded	vvn	wounded	wound	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
face	face	n1	face	face	0
.	.	.	.	.	1
260	260	crd	260	260	0
Going	Going	vvg	Going	go	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
hee	hee	pns31	he	he	0
passed	passed	vvd	passed	pass	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
of	of	pp-f	of	of	0
Con	Con	np1	Con	Con	0
-	-	-	-	-	0
towne	towne	n1	town	town	0
of	of	pp-f	of	of	0
cepcion	cepcion	n1	cepcion	cepcion	0
not	not	xx	not	not	0
knowing	knowing	vvg	knowing	know	0
the	the	dt	the	the	0
place	place	n1	place	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
to	to	p-acp	to	to	0
Valparizo	Valparizo	np1	Valparizo	Valparizo	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
port	port	n1	port	port	0
of	of	pp-f	of	of	0
Sant	Sant	np1	Sant	Sant	0
Iago	Iago	np1	Iago	Iago	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
hee	hee	pns31	he	he	0
found	found	vvd	found	find	0
a	a	dt	a	a	0
ship	ship	n1	ship	ship	0
laden	laden	vvn	laden	lade	0
afanzo-with	afanzo-with	j	afanzo-with	afanzo-with	0
a	a	dt	a	a	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
victuals	victuals	n2	victuals	victual	0
and	and	cc	and	and	0
wine	wine	n1	wine	wine	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
in	in	p-acp	in	in	0
her	her	pno31	her	she	0
besides	besides	p-acp	beside	beside	0
threescore	threescore	crd	threescore	threescore	0
thousand	thousand	crd	thousand	thousand	0
pezos	pezos	n2	pezos	pezo	0
of	of	pp-f	of	of	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
every	every	d	every	every	0
pezo	pezo	fw-es	pezo	pezo	0
being	being	vbg	being	be	0
worth	worth	j	worth	worth	0
eight	eight	crd	eight	eight	0
shillings	shillings	n2	shillings	shilling	0
sterling	sterling	j-jn	sterling	sterling	0
:	:	:	:	:	0
and	and	cc	and	and	0
taking	taking	vvg	taking	take	0
this	this	d	this	this	0
ship	ship	n1	ship	ship	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
hee	hee	pns31	he	he	0
went	went	vvd	went	go	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
port	port	n1	port	port	0
called	called	vvd	called	call	0
Coquimbo	Coquimbo	n1	Coquimbo	coquimbo	0
:	:	:	:	:	0
The	The	dt	The	the	0
port	port	n1	port	port	0
ef	ef	pp-f	ef	of	0
where	where	r-crq	where	where	0
seeing	seeing	vvg	seeing	see	0
many	many	d	many	many	0
cattell	cattell	n2	cattle	cattle	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
land	land	n1	land	land	0
,	,	,	,	,	0
he	he	pns31	he	he	0
sent	sent	vvd	sent	send	0
presently	presently	av-j	presently	present	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
men	men	n2	men	man	0
with	with	p-acp	with	with	0
calievers	calievers	n2	calivers	caliver	0
to	to	pc-acp	to	to	0
kill	kill	vvi	kill	kill	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
cattell	cattell	n2	cattle	cattle	0
:	:	:	:	:	0
mi	mi	fw-mi	mi	mi	0
„	„	„	„	„	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
being	being	vbg	being	be	0
espied	espied	vvn	espied	espy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
that	that	cst	that	that	0
dwelt	dwelt	vvd	dwelled	dwell	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
,	,	,	,	,	0
they	they	pns32	they	they	0
sent	sent	vvd	sent	send	0
twelve	twelve	crd	twelve	twelve	0
horsemen	horsemen	n2	horsemen	horseman	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
that	that	d	that	that	0
killed	killed	vvn	killed	kill	0
their	their	po32	their	their	0
cattell	cattell	n2	cattle	cattle	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
knew	knew	vvd	knew	know	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
:	:	:	:	:	0
and	and	cc	and	and	0
comming	comming	vvg	coming	come	0
neere	neere	av-j	near	near	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
the	the	dt	the	the	0
Englishmen	Englishmen	np2	Englishmen	Englishman	0
fled	fled	vvd	fled	flee	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
boates	boates	n2	boats	boat	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
horsemen	horsemen	n2	horsemen	horseman	0
overtooke	overtooke	vvd	overtook	overtake	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
halbard	halbard	n1	halberd	halberd	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
thought	thought	vvd	thought	think	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
taken	taken	vvn	taken	take	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
hee	hee	pns31	he	he	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
halbard	halbard	n1	halberd	halberd	0
killing	killing	vvg	killing	kill	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
horses	horses	n2	horses	horse	0
was	was	vbds	was	be	0
himselfe	himselfe	px31	himself	himself	0
runne	runne	vvn	run	run	0
through	through	p-acp	through	through	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
lance	lance	n1	lance	lance	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
the	the	dt	the	the	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
carried	carried	vvd	carried	carry	0
him	him	pno31	him	he	0
dead	dead	j	dead	dead	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
.	.	.	.	.	1
The	The	dt	The	the	0
next	next	ord	next	next	0
day	day	n1	day	day	0
the	the	dt	the	the	0
newes	newes	n1	news	news	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
Sant	Sant	np1	Sant	Sant	0
Iago	Iago	np1	Iago	Iago	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
Englishmen	Englishmen	np2	Englishmen	Englishman	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
taken	taken	vvn	taken	take	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
harbour	harbour	n1	harbour	harbour	0
of	of	pp-f	of	of	0
Valparizo	Valparizo	np1	Valparizo	Valparizo	0
:	:	:	:	:	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
they	they	pns32	they	they	0
of	of	pp-f	of	of	0
Sant	Sant	np1	Sant	Sant	0
Iago	Iago	np1	Iago	Iago	0
sent	sent	vvd	sent	send	0
a	a	dt	a	a	0
Post	Post	n1	Post	post	0
by	by	p-acp	by	by	0
land	land	n1	land	land	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
warning	warning	n1	warning	warning	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
Peru.	Peru.	np1	Peru.	Peru.	1
Howbeit	Howbeit	a-acp	Howbeit	howbeit	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
that	that	cst	that	that	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
betweene	betweene	p-acp	between	between	0
this	this	d	this	this	0
place	place	n1	place	place	0
and	and	cc	and	and	0
Peru	Peru	np1	Peru	Peru	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
inhabited	inhabited	vvn	inhabited	inhabit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
two	two	crd	two	two	0
hundreth	hundreth	ord	hundreth	hundred	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
huge	huge	j	huge	huge	0
and	and	cc	and	and	0
colde	colde	j-jn	cold	cold	0
mountaines	mountaines	n2	mountains	mountain	0
covered	covered	vvn	covered	cover	0
with	with	p-acp	with	with	0
snowe	snowe	n1	snow	snow	0
lie	lie	vvb	lie	lie	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
the	the	dt	the	the	0
Poste	Poste	n1	Post	post	0
was	was	vbds	was	be	0
so	so	av	so	so	0
long	long	av-j	long	long	0
in	in	p-acp	in	in	0
perfourmance	perfourmance	n1	performance	performance	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
journey	journey	n1	journey	journey	0
,	,	,	,	,	0
that	that	cst	that	that	0
captaine	captaine	n1	captain	captain	0
Drake	Drake	np1	Drake	Drake	0
was	was	vbds	was	be	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
of	of	pp-f	of	of	0
Peru	Peru	np1	Peru	Peru	0
a	a	dt	a	a	0
moneth	moneth	n1	month	month	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
Poste	Poste	n1	Post	post	0
came	came	vvd	came	come	0
thither	thither	av	thither	thither	0
:	:	:	:	:	0
neither	neither	av-dx	neither	neither	0
could	could	vmd	could	can	0
they	they	pns32	they	they	0
send	send	vvi	send	send	0
any	any	d	any	any	0
newes	newes	n1	news	news	0
by	by	p-acp	by	by	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
destitute	destitute	j	destitute	destitute	0
of	of	pp-f	of	of	0
shipping	shipping	vvg	shipping	ship	0
.	.	.	.	.	1
Captaine	Captaine	n1	Captain	captain	0
Drake	Drake	np1	Drake	Drake	0
departing	departing	vvg	departing	depart	0
from	from	p-acp	from	from	0
Coquimbo	Coquimbo	n1	Coquimbo	coquimbo	0
sayled	sayled	vvd	sailed	sail	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
porte	porte	n1	port	port	0
not	not	xx	not	not	0
inhabited	inhabited	vvn	inhabited	inhabit	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
set	set	vvd	set	set	0
up	up	a-acp	up	up	0
a	a	dt	a	a	0
pinnesse	pinnesse	n1	pinnace	pinnace	0
.	.	.	.	.	1
And	And	np1	And	And	0
going	going	vvg	going	go	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
,	,	,	,	,	0
the	the	dt	the	the	0
next	next	ord	next	next	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
touched	touched	vvd	touched	touch	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
porte	porte	n1	port	port	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
of	of	pp-f	of	of	0
Peru	Peru	np1	Peru	Peru	0
called	called	vvn	called	call	0
los	los	fw-la	los	los	0
Pescadores	Pescadores	np1	Pescadores	Pescadores	0
:	:	:	:	:	0
LosPescadores	LosPescadores	vvz	LosPescadores	lospescadore	0
.	.	.	.	.	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
hee	hee	pns31	he	he	0
landed	landed	vvd	landed	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fishermens	fishermens	ng2	fishermen's	fishermen	0
houses	houses	n2	houses	house	0
found	found	vvn	found	find	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
three	three	crd	three	three	0
thousand	thousand	crd	thousand	thousand	0
pezos	pezos	n2	pezos	pezo	0
of	of	pp-f	of	of	0
silver	silver	n1	silver	silver	0
in	in	p-acp	in	in	0
little	little	j	little	little	0
barres	barres	n2	bars	bar	0
.	.	.	.	.	1
Arica	Arica	np1	Arica	Arica	0
in	in	p-acp	in	in	0
18	18	crd	18	18	0
From	From	p-acp	From	from	0
hence	hence	av	hence	hence	0
he	he	pns31	he	he	0
went	went	vvd	went	go	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
port	port	n1	port	port	0
called	called	vvn	called	call	0
Arica	Arica	np1	Arica	Arica	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
deg	deg	vvb	deg	deg	0
.	.	.	.	.	1
261	261	crd	261	261	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
next	next	ord	next	next	0
towne	towne	n1	town	town	0
to	to	p-acp	to	to	0
Chili	Chili	np1	Chili	Chili	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
Peru	Peru	np1	Peru	Peru	0
,	,	,	,	,	0
containeth	containeth	vvz	containeth	contain	0
an	an	dt	and	a	0
hundreth	hundreth	ord	hundreth	hundred	0
houses	houses	n2	houses	house	0
:	:	:	:	:	0
and	and	cc	and	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
porte	porte	n1	port	port	0
[	[	[	[	[	0
III	III	crd	III	three	0
.	.	.	.	.	1
792.	792.	crd	792.	792.	0
]	]	]	]	]	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
discharge	discharge	vvb	discharge	discharge	0
their	their	po32	their	their	0
merchandize	merchandize	n1	merchandise	merchandise	0
that	that	cst	that	that	0
passe	passe	vvb	pass	pass	0
from	from	p-acp	from	from	0
Lima	Lima	np1	Lima	Lima	0
to	to	p-acp	to	to	0
Potossi	Potossi	np1	Potossi	Potossi	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
cities	cities	n2	cities	city	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
land	land	n1	land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
likewise	likewise	av	likewise	likewise	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
place	place	n1	place	place	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
woont	woont	vvn	wont	wont	0
to	to	pc-acp	to	to	0
embarke	embarke	vvi	embark	embark	0
all	all	d	all	all	0
the	the	dt	the	the	0
silver	silver	n1	silver	silver	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
caried	caried	vvd	carried	carry	0
for	for	p-acp	for	for	0
Panama	Panama	np1	Panama	Panama	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
this	this	d	this	this	0
port	port	n1	port	port	0
of	of	pp-f	of	of	0
Arica	Arica	np1	Arica	Arica	0
he	he	pns31	he	he	0
found	found	vvd	found	find	0
a	a	dt	a	a	0
ship	ship	n1	ship	ship	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
thirteene	thirteene	crd	thirteene	thirteen	0
thousand	thousand	crd	thousand	thousand	0
pezos	pezos	n2	pezos	pezo	0
of	of	pp-f	of	of	0
silver	silver	n1	silver	silver	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
having	having	vhg	having	have	0
taken	taken	vvn	taken	take	0
out	out	av	out	out	0
,	,	,	,	,	0
he	he	pns31	he	he	0
burned	burned	vvd	burned	burn	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	a-acp	after	after	0
thought	thought	vvd	thought	think	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
landed	landed	vvn	landed	land	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
seeing	seeing	vvg	seeing	see	0
both	both	d	both	both	0
horsemen	horsemen	n2	horsemen	horseman	0
and	and	cc	and	and	0
footemen	footemen	n2	footmen	footman	0
on	on	p-acp	on	on	0
shore	shore	n1	shore	shore	0
hee	hee	pns31	he	he	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
proceeded	proceeded	vvd	proceeded	proceed	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
voyage	voyage	n1	voyage	voyage	0
.	.	.	.	.	1
Since	Since	p-acp	Since	since	0
captaine	captaine	n1	captain	captain	0
Drake	Drake	np1	Drake	Drake	0
was	was	vbds	was	be	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
porte	porte	n1	port	port	0
they	they	pns32	they	they	0
carie	carie	vvb	carry	carry	0
their	their	po32	their	their	0
silver	silver	n1	silver	silver	0
by	by	p-acp	by	by	0
land	land	n1	land	land	0
to	to	p-acp	to	to	0
Lima	Lima	np1	Lima	Lima	0
,	,	,	,	,	0
and	and	cc	and	and	0
lade	lade	vvb	lade	lade	0
no	no	av-dx	no	no	0
more	more	dc	more	more	0
treasure	treasure	n1	treasure	treasure	0
here	here	av	here	here	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
discharge	discharge	vvi	discharge	discharge	0
the	the	dt	the	the	0
merchants	merchants	ng1	merchant's	merchant	0
goods	goods	n2-j	goods	good	0
that	that	cst	that	that	0
come	come	vvb	come	come	0
from	from	p-acp	from	from	0
Spaine	Spaine	np1	Spaine	Spain	0
hither	hither	av	hither	hither	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
built	built	vvn	built	build	0
a	a	dt	a	a	0
forte	forte	n1	fort	fort	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
place	place	n1	place	place	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
better	better	jc	better	better	0
safety	safety	n1	safety	safety	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
planted	planted	vvn	planted	plant	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
ten	ten	crd	ten	ten	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
Ordinance	Ordinance	n1	Ordinance	ordinance	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
summer	summer	n1	summer	summer	0
there	there	pc-acp	there	there	0
lie	lie	vvi	lie	lie	0
in	in	p-acp	in	in	0
garison	garison	n1	garrison	garrison	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
souldiers	souldiers	n2	soldiers	soldier	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
townesmen	townesmen	n2	townsmen	townsman	0
.	.	.	.	.	1
*	*	*	*	*	0
From	From	p-acp	From	from	0
hence	hence	av	hence	hence	0
Chuli	Chuli	np1	Chuli	Chuli	0
.	.	.	.	.	0
he	he	pns31	he	he	0
sayled	sayled	vvd	sailed	sail	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
porte	porte	n1	port	port	0
called	called	vvn	called	call	0
Chuli	Chuli	np1	Chuli	Chuli	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
port	port	n1	port	port	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
ship	ship	n1	ship	ship	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
three	three	crd	three	three	0
hundred	hundred	crd	hundred	hundred	0
thousand	thousand	crd	thousand	thousand	0
pezos	pezos	n2	pezos	pezo	0
of	of	pp-f	of	of	0
silver	silver	n1	silver	silver	0
in	in	p-acp	in	in	0
barres	barres	n2	bars	bar	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
sent	sent	vvn	sent	send	0
horsemen	horsemen	n2	horsemen	horseman	0
from	from	p-acp	from	from	0
Arica	Arica	np1	Arica	Arica	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
advertizement	advertizement	n1	advertizement	advertizement	0
of	of	pp-f	of	of	0
Drakes	Drakes	n2	Drakes	drake	0
being	being	vbg	being	be	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
newes	newes	n1	news	news	0
came	came	vvd	came	come	0
but	but	p-acp	but	but	0
two	two	crd	two	two	0
houres	houres	n2	hours	hour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
before	before	p-acp	before	before	0
his	his	po31	his	his	0
arrivall	arrivall	n1	arrival	arrival	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
porte	porte	n1	port	port	0
:	:	:	:	:	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
the	the	dt	the	the	0
Master	Master	n1	Master	master	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
having	having	vhg	having	have	0
no	no	dx	no	no	0
leisure	leisure	n1	leisure	leisure	0
to	to	pc-acp	to	to	0
carie	carie	vvi	carry	carry	0
his	his	po31	his	his	0
silver	silver	n1	silver	silver	0
on	on	p-acp	on	on	0
shore	shore	n1	shore	shore	0
,	,	,	,	,	0
was	was	vbds	was	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
throwe	throwe	vvi	throw	throw	0
it	it	pn31	it	it	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
in	in	p-acp	in	in	0
sixe	sixe	crd	sixe	six	0
fadome	fadome	n1	fathom	fathom	0
water	water	n1	water	water	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
his	his	po31	his	his	0
ship	ship	n1	ship	ship	0
road	road	n1	road	road	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
runne	runne	vvi	run	run	0
on	on	p-acp	on	on	0
shore	shore	n1	shore	shore	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
shippes	shippes	n2	ships	ship	0
boate	boate	n1	boat	boat	0
.	.	.	.	.	1
And	And	cc	And	and	0
captaine	captaine	n1	captain	captain	0
Drake	Drake	np1	Drake	Drake	0
comming	comming	vvg	coming	come	0
aboord	aboord	a-acp	aboard	aboard	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
was	was	vbds	was	be	0
told	told	vvn	told	tell	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
Indian	Indian	jp	Indian	indian	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Master	Master	n1	Master	master	0
had	had	vhd	had	have	0
throwen	throwen	vvn	thrown	throw	0
the	the	dt	the	the	0
silver	silver	n1	silver	silver	0
overboord	overboord	av	overboard	overboard	0
.	.	.	.	.	1
Wherfore	Wherfore	c-crq	Wherefore	wherefore	0
seeing	seeing	vvg	seeing	see	0
that	that	d	that	that	0
newes	newes	n1	news	news	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
run	run	vvi	run	run	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
from	from	p-acp	from	from	0
towne	towne	n1	town	town	0
to	to	p-acp	to	to	0
town	town	n1	town	town	0
he	he	pns31	he	he	0
stayed	stayed	vvd	stayed	stay	0
not	not	xx	not	not	0
here	here	av	here	here	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
ran	ran	vvd	ran	run	0
along	along	a-acp	along	along	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
:	:	:	:	:	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
no	no	dx	no	no	0
lets	lets	n2	lets	let	0
,	,	,	,	,	0
he	he	pns31	he	he	0
cast	cast	vvd	cast	cast	0
off	off	a-acp	off	off	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
taken	taken	vvn	taken	take	0
at	at	p-acp	at	at	0
Sant	Sant	np1	Sant	Sant	0
Iago	Iago	np1	Iago	Iago	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
never	never	av-x	never	never	0
a	a	dt	a	a	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
her	her	pno31	her	she	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
ship	ship	n1	ship	ship	0
was	was	vbds	was	be	0
never	never	av-x	never	never	0
heard	heard	vvn	herd	hear	0
of	of	pp-f	of	of	0
after	after	p-acp	after	after	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
without	without	p-acp	without	without	0
staying	staying	vvg	staying	stay	0
any	any	d	any	any	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
shaped	shaped	vvd	shaped	shape	0
his	his	po31	his	his	0
course	course	n1	course	course	0
El	El	fw-es	El	el	0
Callao	Callao	np1	Callao	Callao	0
de	de	fw-fr	de	de	0
for	for	p-acp	for	for	0
Lima	Lima	np1	Lima	Lima	0
,	,	,	,	,	0
and	and	cc	and	and	0
comming	comming	vvg	coming	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
harborough	harborough	n1	harbour	harbour	0
of	of	pp-f	of	of	0
Lima	Lima	np1	Lima	Lima	0
called	called	vvd	called	call	0
£	£	sy	£	£	0
»	»	»	»	»	0
«	«	«	«	«	0
<	<	<	<	<	0
?	?	?	?	?	0
.	.	.	.	.	0
pi	pi	zz	pi	pi	0
Callao	Callao	np1	Callao	Callao	0
,	,	,	,	,	0
being	being	vbg	being	be	0
two	two	crd	two	two	0
leagues	leagues	n2	leagues	league	0
distant	distant	j	distant	distant	0
from	from	p-acp	from	from	0
Lima	Lima	np1	Lima	Lima	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
Lima	Lima	np1	Lima	Lima	0
