372	372	crd	372	372	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
hil	hil	n1	hill	hill	0
every	every	d	every	every	0
living	living	j-vvg	living	live	0
thing	thing	n1	thing	thing	0
was	was	vbds	was	be	0
snow-white	snow-white	j	snow-white	snow-white	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
living	living	vvg	living	live	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
altogether	altogether	av	altogether	altogether	0
unlike	unlike	av-j	unlike	unlike	0
unto	unto	p-acp	unto	unto	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
There	There	a-acp	There	there	0
,	,	,	,	,	0
all	all	d	all	all	0
maried	maried	j-vvn	married	marry	0
women	women	n2	women	woman	0
cary	cary	vvi	carry	carry	0
in	in	p-acp	in	in	0
token	token	n1	token	token	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
husbands	husbands	n2	husbands	husband	0
,	,	,	,	,	0
a	a	dt	a	a	0
great	great	j	great	great	0
trunke	trunke	n1	trunk	trunk	0
of	of	pp-f	of	of	0
horne	horne	n1	horn	horn	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
heads	heads	n2	heads	head	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
thence	thence	av	thence	thence	0
I	I	pns11	I	i	0
424	424	crd	424	424	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
travelled	travelled	j-vvn	traveled	travel	0
18.	18.	crd	18.	18.	0
dayes	dayes	ng2	days	day	0
journey	journey	n1	journey	journey	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
and	and	cc	and	and	0
came	came	vvd	came	come	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
great	great	j	great	great	0
river	river	n1	river	river	0
,	,	,	,	,	0
and	and	cc	and	and	0
entered	entered	vvd	entered	enter	0
also	also	av	also	also	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
city	city	n1	city	city	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
-	-	-	-	-	0
A	A	av	A	a	0
great	great	av-j	great	great	0
unto	unto	p-acp	unto	unto	0
belongeth	belongeth	vvz	belongeth	belong	0
a	a	dt	a	a	0
mighty	mighty	j	mighty	mighty	0
bridge	bridge	n1	bridge	bridge	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
river	river	n1	river	river	0
.	.	.	.	.	0
nver-And	nver-And	j	nver-And	nver-and	0
mine	mine	po11	mine	my	0
hoste	hoste	n1	host	host	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
sojourned	sojourned	vvd	sojourned	sojourn	0
,	,	,	,	,	0
being	being	vbg	being	be	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
me	me	pno11	me	i	0
some	some	d	some	some	0
sport	sport	n1	sport	sport	0
,	,	,	,	,	0
said	said	vvd	said	say	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
:	:	:	:	:	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
see	see	vvi	see	see	0
any	any	d	any	any	0
fish	fish	n1	fish	fish	0
taken	taken	vvn	taken	take	0
,	,	,	,	,	0
goe	goe	vvb	go	go	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
hee	hee	pns31	he	he	0
led	led	vvd	led	lead	0
me	me	pno11	me	i	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
foresaid	foresaid	j-vvn	foresaid	foresay	0
bridge	bridge	n1	bridge	bridge	0
,	,	,	,	,	0
carying	carying	vvg	carrying	carry	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
armes	armes	n2	arms	arm	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
certaine	certaine	j	certain	certain	0
dive-doppers	dive-doppers	j	dive-doppers	dive-doppers	0
or	or	cc	or	or	0
water-foules	water-foules	n2	water-fowls	water-fowl	0
,	,	,	,	,	0
bound	bound	vvn	bound	bind	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
company	company	n1	company	company	0
routes	routes	n2	routs	rout	0
Catch-of	Catch-of	j	Catch-of	catch-of	0
poles	poles	n2	poles	pole	0
,	,	,	,	,	0
and	and	cc	and	and	0
about	about	p-acp	about	about	0
every	every	d	every	every	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
necks	necks	n2	necks	neck	0
he	he	pns31	he	he	0
tied	tied	vvd	tied	tie	0
a	a	dt	a	a	0
ingfish	ingfish	n1	ingfish	ingfish	0
.	.	.	.	.	0
threed	threed	n1	thread	thread	0
,	,	,	,	,	0
least	least	cs	lest	lest	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
eat	eat	vvi	eat	eat	0
the	the	dt	the	the	0
fish	fish	n1	fish	fish	0
as	as	c-acp	as	as	0
fast	fast	av-j	fast	fast	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
tooke	tooke	vvd	took	take	0
them	them	pno32	them	they	0
:	:	:	:	:	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
caried	caried	vvd	carried	carry	0
3.	3.	crd	3.	3.	0
great	great	j	great	great	0
baskets	baskets	n2	baskets	basket	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
also	also	av	also	also	0
:	:	:	:	:	0
then	then	av	then	then	0
loosed	loosed	vvd	loosed	loose	0
he	he	pns31	he	he	0
the	the	dt	the	the	0
dive-doppers	dive-doppers	j	dive-doppers	dive-doppers	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
poles	poles	n2	poles	pole	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
presently	presently	av-j	presently	present	0
went	went	vvd	went	go	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
water	water	n1	water	water	0
,	,	,	,	,	0
&	&	cc	&	and	0
within	within	a-acp	within	within	0
lesse	lesse	av-dc	less	less	0
then	then	cs	then	than	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
houre	houre	n1	hour	hour	0
,	,	,	,	,	0
caught	caught	vvn	caught	catch	0
as	as	p-acp	as	as	0
many	many	d	many	many	0
fishes	fishes	n2	fish	fish	0
as	as	c-acp	as	as	0
filled	filled	vvd	filled	fill	0
the	the	dt	the	the	0
3.	3.	crd	3.	3.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
baskets	baskets	n2	baskets	basket	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
full	full	j	full	full	0
,	,	,	,	,	0
mine	mine	po11	mine	my	0
hoste	hoste	n1	host	host	0
untyed	untyed	vvn	untied	untie	0
the	the	dt	the	the	0
threeds	threeds	n2	threads	thread	0
from	from	p-acp	from	from	0
about	about	a-acp	about	about	0
their	their	po32	their	their	0
neckes	neckes	n2	necks	neck	0
,	,	,	,	,	0
and	and	cc	and	and	0
entering	entering	vvg	entering	enter	0
the	the	dt	the	the	0
second	second	ord	second	second	0
time	time	n1	time	time	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
river	river	n1	river	river	0
they	they	pns32	they	they	0
fed	fed	vvd	fed	feed	0
themselves	themselves	px32	themselves	themselves	0
with	with	p-acp	with	with	0
fish	fish	n1	fish	fish	0
,	,	,	,	,	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
satisfied	satisfied	vvn	satisfied	satisfy	0
they	they	pns32	they	they	0
returned	returned	vvd	returned	return	0
and	and	cc	and	and	0
suffered	suffered	vvn	suffered	suffer	0
themselves	themselves	px32	themselves	themselves	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
bound	bound	vvn	bound	bind	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
poles	poles	n2	poles	pole	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
before	before	a-acp	before	before	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
eate	eate	vvi	eat	eat	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
fishes	fishes	n2	fish	fish	0
,	,	,	,	,	0
me	me	pno11	me	i	0
thought	thought	vvd	thought	think	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
exceeding	exceeding	vvg	exceeding	exceed	0
good	good	j	good	good	0
.	.	.	.	.	1
Travailing	Travailing	vvg	Travailing	travail	0
thence	thence	av	thence	thence	0
many	many	d	many	many	0
dayes	dayes	ng2	days	day	0
journeys	journeys	n2	journeys	journey	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
I	I	pns11	I	i	0
arrived	arrived	vvd	arrived	arrive	0
at	at	p-acp	at	at	0
another	another	j-jn	another	another	0
city	city	n1	city	city	0
called	called	vvn	called	call	0
*	*	*	*	*	0
Canasia	Canasia	np1	Canasia	Canasia	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Cansahor	Cansahor	n1	Cansahor	cansahor	0
signifieth	signifieth	vvz	signifies	signify	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
language	language	n1	language	language	0
,	,	,	,	,	0
the	the	dt	the	the	0
city	city	n1	city	city	0
of	of	pp-f	of	of	0
heaven	heaven	n1	heaven	heaven	0
.	.	.	.	.	1
Never	Never	av-x	Never	never	0
in	in	p-acp	in	in	0
Quinzat-all	Quinzat-all	j	Quinzat-all	quinzat-all	0
my	my	po11	my	my	0
life	life	n1	life	life	0
did	did	vdd	did	do	0
I	I	pns11	I	i	0
see	see	vvi	see	see	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
citie	citie	n1	city	city	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
conteineth	conteineth	vvz	containeth	contain	0
in	in	p-acp	in	in	0
circuit	circuit	n1	circuit	circuit	0
an	an	dt	and	a	0
hundreth	hundreth	ord	hundreth	hundred	0
miles	miles	n2	miles	mile	0
:	:	:	:	:	0
neither	neither	av-dx	neither	neither	0
sawe	sawe	vvd	saw	see	0
I	I	pns11	I	i	0
any	any	d	any	any	0
plot	plot	n1	plot	plot	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
throughly	throughly	av-j	thoroughly	thorough	0
inhabited	inhabited	vvn	inhabited	inhabit	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
I	I	pns11	I	i	0
sawe	sawe	vvd	saw	see	0
many	many	d	many	many	0
houses	houses	n2	houses	house	0
of	of	pp-f	of	of	0
tenne	tenne	crd	tenne	ten	0
or	or	cc	or	or	0
twelve	twelve	crd	twelve	twelve	0
stories	stories	n2	stories	story	0
high	high	j	high	high	0
,	,	,	,	,	0
one	one	pi	one	one	0
above	above	p-acp	above	above	0
another	another	n-jn	another	another	0
.	.	.	.	.	1
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
mightie	mightie	j	mighty	mighty	0
large	large	j	large	large	0
suburbs	suburbs	n2	suburbs	suburb	0
containing	containing	vvg	containing	contain	0
more	more	dc	more	more	0
people	people	n1	people	people	0
then	then	cs	then	than	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
twelve	twelve	crd	twelve	twelve	0
principali	principali	fw-la	principali	principali	0
gates	gates	n2	gates	gate	0
:	:	:	:	:	0
and	and	cc	and	and	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
distance	distance	n1	distance	distance	0
of	of	pp-f	of	of	0
eight	eight	crd	eight	eight	0
miles	miles	n2	miles	mile	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
high	high	j	high	high	0
way	way	n1	way	way	0
unto	unto	p-acp	unto	unto	0
every	every	d	every	every	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
gates	gates	n2	gates	gate	0
standeth	standeth	vvz	stands	stand	0
a	a	dt	a	a	0
city	city	n1	city	city	0
as	as	c-acp	as	as	0
big	big	j	big	big	0
by	by	p-acp	by	by	0
estimation	estimation	n1	estimation	estimation	0
as	as	c-acp	as	as	0
Venice	Venice	np1	Venice	Venice	0
,	,	,	,	,	0
and	and	cc	and	and	0
Padua	Padua	np1	Padua	Padua	0
.	.	.	.	.	1
The	The	dt	The	the	0
foresaid	foresaid	j-vvn	foresaid	foresay	0
city	city	n1	city	city	0
of	of	pp-f	of	of	0
Canasia	Canasia	np1	Canasia	Canasia	0
is	is	vbz	is	be	0
situated	situated	vvn	situated	situate	0
in	in	p-acp	in	in	0
waters	waters	n2	waters	water	0
or	or	cc	or	or	0
marshes	marshes	n2	marshes	marsh	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
alwayes	alwayes	av	always	always	0
stand	stand	vvb	stand	stand	0
still	still	av	still	still	0
neither	neither	dx	neither	neither	0
ebb	ebb	n1	ebb	ebb	0
-	-	-	-	-	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
ing	ing	zz	ing	ing	0
nor	nor	ccx	nor	nor	0
flowing	flowing	vvg	flowing	flow	0
:	:	:	:	:	0
howbeit	howbeit	cs	howbeit	howbeit	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
defence	defence	n1	defence	defence	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
winde	winde	n1	wind	wind	0
The	The	dt	The	the	0
Italian	Italian	jp	Italian	italian	0
like	like	av-j	like	like	0
unto	unto	p-acp	unto	unto	0
Venice	Venice	np1	Venice	Venice	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
citie	citie	n1	city	city	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
mo	mo	dc	more	more	0
then	then	cs	then	than	0
10002.	10002.	crd	10002.	10002.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
bridges	bridges	n2	bridges	bridge	0
,	,	,	,	,	0
many	many	d	many	many	0
whereof	whereof	c-crq	whereof	whereof	0
I	I	pns11	I	i	0
numbred	numbred	vvd	numbered	number	0
and	and	cc	and	and	0
passed	passed	vvn	passed	pass	0
over	over	p-acp	over	over	0
them	them	pno32	them	they	0
:	:	:	:	:	0
7ioo^	7ioo^	n1	7ioo^	7ioo^	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
every	every	d	every	every	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
bridges	bridges	n2	bridges	bridge	0
stand	stand	vvb	stand	stand	0
certaine	certaine	j	certain	certain	0
watch	watch	n1	watch	watch	0
-	-	-	-	-	0
bridges	bridges	n2	bridges	bridge	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
425	425	crd	425	425	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
,	,	,	,	,	0
keeping	keeping	vvg	keeping	keep	0
continuall	continuall	j	continual	continual	0
watch	watch	n1	watch	watch	0
and	and	cc	and	and	0
ward	ward	vvi	ward	ward	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
city	city	n1	city	city	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
great	great	j	great	great	0
Can	Can	vmb	Can	can	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
Catay	Catay	n1	Catay	catay	0
.	.	.	.	.	1
The	The	dt	The	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
countrey	countrey	n1	country	country	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
one	one	crd	one	one	0
duetie	duetie	n1	duty	duty	0
injoyned	injoyned	vvd	enjoined	enjoin	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
lord	lord	n1	lord	lord	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
every	every	d	every	every	0
fire	fire	n1	fire	fire	0
payeth	payeth	vvz	payeth	pay	0
one	one	pi	one	one	0
Balis	Balis	np1	Balis	Balis	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
tribute	tribute	n1	tribute	tribute	0
:	:	:	:	:	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Balis	Balis	np1	Balis	Balis	0
is	is	vbz	is	be	0
five	five	crd	five	five	0
papers	papers	n2	papers	paper	0
or	or	cc	or	or	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
silke	silke	n1	silk	silk	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
worth	worth	j	worth	worth	0
one	one	crd	one	one	0
floren	floren	j	floren	floren	0
and	and	cc	and	and	0
an	an	dt	and	a	0
halfe	halfe	n-jn	half	half	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
coine	coine	n1	coin	coin	0
.	.	.	.	.	1
Tenne	Tenne	crd	Tenne	ten	0
or	or	cc	or	or	0
twelve	twelve	crd	twelve	twelve	0
housholds	housholds	n2	households	household	0
are	are	vbr	are	be	0
accompted	accompted	vvn	accounted	account	0
for	for	p-acp	for	for	0
one	one	crd	one	one	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
pay	pay	vvi	pay	pay	0
tribute	tribute	n1	tribute	tribute	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
one	one	crd	one	one	0
fire	fire	n1	fire	fire	0
onely	onely	av-j	only	only	0
.	.	.	.	.	1
Al	Al	d	All	all	0
those	those	d	those	those	0
tributary	tributary	n-jn	tributary	tributary	0
fires	fires	n2	fires	fire	0
amount	amount	vvi	amount	amount	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
85.	85.	crd	85.	85.	1
Thuman	Thuman	np1	Thuman	Thuman	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
foure	foure	crd	foure	four	0
Thuman	Thuman	np1	Thuman	Thuman	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saracens	Saracens	np2	Saracens	Saracen	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
make	make	n1	make	make	0
89.	89.	crd	89.	89.	0
in	in	p-acp	in	in	0
al	al	d	all	all	0
;	;	;	;	;	0
And	And	cc	And	and	0
one	one	crd	one	one	0
Thuman	Thuman	np1	Thuman	Thuman	0
con-sisteth	con-sisteth	j	con-sisteth	con-sisteth	0
10000.	10000.	crd	10000.	10000	0
fires	fires	n2	fires	fire	0
.	.	.	.	.	1
The	The	dt	The	the	0
residue	residue	n1	residue	residue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
city	city	n1	city	city	0
are	are	vbr	are	be	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
some	some	d	some	some	0
marchants	marchants	n2	merchants	merchant	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
travellers	travellers	n2	travellers	traveller	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
:	:	:	:	:	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
I	I	pns11	I	i	0
mar-veiled	mar-veiled	j	marveiled	marveiled	0
much	much	av-d	much	much	0
howe	howe	c-crq	how	how	0
such	such	d	such	such	0
an	an	dt	and	a	0
infinite	infinite	j	infinite	infinite	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
persons	persons	n2	persons	person	0
could	could	vmd	could	can	0
inhabite	inhabite	vvi	inhabit	inhabit	0
and	and	cc	and	and	0
live	live	vvi	live	live	0
together	together	av	together	together	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
great	great	j	great	great	0
abound-ance	abound-ance	j	abundance	abundance	0
of	of	pp-f	of	of	0
victuals	victuals	n2	victuals	victual	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
citie	citie	n1	city	city	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
namely	namely	av	namely	namely	0
of	of	pp-f	of	of	0
bread	bread	n1	bred	bread	0
and	and	cc	and	and	0
wine	wine	n1	wine	wine	0
,	,	,	,	,	0
and	and	cc	and	and	0
especially	especially	av-j	especially	especial	0
of	of	pp-f	of	of	0
hogs-flesh	hogs-flesh	n1	hogs-flesh	hogs-flesh	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
necessaries	necessaries	n2-j	necessaries	necessary	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Of	Of	pp-f	Of	of	0
a	a	dt	a	a	0
Monastery	Monastery	n1	Monastery	monastery	0
where	where	c-crq	where	where	0
many	many	d	many	many	0
strange	strange	j	strange	strange	0
beastes	beastes	n2	beasts	beast	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
kindes	kindes	n2	kinds	kind	0
doe	doe	vdb	do	do	0
live	live	vvi	live	live	0
upon	upon	p-acp	upon	upon	0
an	an	dt	and	a	0
hill	hill	n1	hill	hill	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
IN	IN	p-acp	IN	in	0
the	the	dt	the	the	0
foresaide	foresaide	j-vvn	foresaid	foresay	0
citie	citie	n1	city	city	0
foure	foure	crd	foure	four	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
friers	friers	n2	friars	friar	0
had	had	vhd	had	have	0
converted	converted	vvn	converted	convert	0
a	a	dt	a	a	0
mighty	mighty	j	mighty	mighty	0
and	and	cc	and	and	0
riche	riche	j	rich	rich	0
man	man	n1	man	man	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
whose	whose	rg-crq	whose	who	0
house	house	n1	house	house	0
1	1	vvn	1	encage	0
continually	continually	av-j	continually	continual	0
abode	abode	n1	abided	abode	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
long	long	j	long	long	0
time	time	n1	time	time	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
remained	remained	vvd	remained	remain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
.	.	.	.	.	1
Who	Who	r-crq	Who	who	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
time	time	n1	time	time	0
saide	saide	vvd	said	say	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
:	:	:	:	:	0
Ara	Ara	np1	Ara	Ara	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
will	will	vmb	will	will	0
you	you	pn22	you	you	0
goe	goe	vvi	go	go	0
and	and	cc	and	and	0
beholde	beholde	vvi	behold	behold	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
?	?	?	?	?	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
said	said	vvd	said	say	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
embarqued	embarqued	vvd	embarked	embark	0
we	we	pns12	we	we	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
directed	directed	vvn	directed	direct	0
our	our	po12	our	our	0
course	course	n1	course	course	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
great	great	j	great	great	0
Monastery	Monastery	n1	Monastery	monastery	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
being	being	vbg	being	be	0
arrived	arrived	vvn	arrived	arrive	0
,	,	,	,	,	0
he	he	pns31	he	he	0
called	called	vvd	called	call	0
a	a	dt	a	a	0
religious	religious	j	religious	religious	0
person	person	n1	person	person	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
acquainted	acquainted	vvn	acquainted	acquaint	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
concerning	concerning	vvg	concerning	concern	0
me	me	pno11	me	i	0
:	:	:	:	:	0
this	this	d	this	this	0
Raban	Raban	np1	Raban	Raban	0
Francus	Francus	np1	Francus	Francus	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
this	this	d	this	this	0
religious	religious	j	religious	religious	0
Frenchman	Frenchman	np1	Frenchman	Frenchman	0
commeth	commeth	vvz	comes	come	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Westerne	Westerne	j	Western	western	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
now	now	av	now	now	0
going	going	vvg	going	go	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
city	city	n1	city	city	0
of	of	pp-f	of	of	0
Cambaleth	Cambaleth	vvz	Cambaleth	cambale	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
Can	Can	vmb	Can	can	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
shew	shew	vvi	show	show	0
him	him	pno31	him	he	0
some	some	d	some	some	0
rare	rare	j	rare	rare	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
hee	hee	pns31	he	he	0
returnes	returnes	n2	returns	return	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
,	,	,	,	,	0
this	this	d	this	this	0
