Notes	Notes	np1	Notes	Notes	0
to	to	pc-acp	to	to	0
note	note	vvi	note	note	0
the	the	dt	the	the	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wals	wals	n2	walls	wall	0
and	and	cc	and	and	0
bulwarks	bulwarks	n2	bulwarks	bulwark	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
cities	cities	n2	cities	city	0
,	,	,	,	,	0
their	their	po32	their	their	0
ordonance	ordonance	n1	ordonnance	ordnance	0
,	,	,	,	,	0
and	and	cc	and	and	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
any	any	d	any	any	0
calivers	calivers	n2	calivers	caliver	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
powder	powder	n1	powder	powder	0
and	and	cc	and	and	0
shot	shot	n1	shot	shot	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
To	To	pc-acp	To	to	0
note	note	vvb	note	note	0
what	what	r-crq	what	what	0
armour	armour	n1	armour	armour	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
What	What	q-crq	What	what	0
swords	swords	n2	swords	sword	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
What	What	q-crq	What	what	0
pikes	pikes	n2	pikes	pike	0
,	,	,	,	,	0
halberds	halberds	n2	halberds	halberd	0
and	and	cc	and	and	0
bils	bils	n2	bills	bill	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
What	What	q-crq	What	what	0
horses	horses	n2	horses	horse	0
of	of	pp-f	of	of	0
force	force	n1	force	force	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
light	light	j	light	light	0
horses	horses	n2	horses	horse	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
so	so	av	so	so	0
throughout	throughout	p-acp	throughout	throughout	0
to	to	pc-acp	to	to	0
note	note	vvi	note	note	0
the	the	dt	the	the	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
both	both	av-d	both	both	0
by	by	p-acp	by	by	0
sea	sea	n1	sea	sea	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
land	land	n1	land	land	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
268	268	crd	268	268	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Things	Things	n2	Things	thing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
marked	marked	vvn	marked	mark	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
conjectures	conjectures	n2	conjectures	conjecture	0
by	by	p-acp	by	by	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
TO	TO	p-acp	TO	to	0
take	take	vvb	take	take	0
speciali	speciali	fw-la	speciali	speciali	0
note	note	n1	note	note	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
buildings	buildings	n2	buildings	building	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ornaments	ornaments	n2	ornaments	ornament	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
houses	houses	n2	houses	house	0
within	within	a-acp	within	within	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Take	Take	vvb	Take	take	0
a	a	dt	a	a	0
speciali	speciali	fw-la	speciali	speciali	0
note	note	n1	note	note	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
apparell	apparell	n1	apparel	apparel	0
and	and	cc	and	and	0
furniture	furniture	n1	furniture	furniture	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
substance	substance	n1	substance	substance	0
that	that	cst	that	that	0
the	the	dt	the	the	0
same	same	d	same	same	0
is	is	vbz	is	be	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
a	a	dt	a	a	0
Merchant	Merchant	n1	Merchant	merchant	0
may	may	vmb	may	may	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
gesse	gesse	n1	guess	guess	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
com-moditie	com-moditie	j	commodity	commodity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
wants	wants	n2	wants	want	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
To	To	pc-acp	To	to	0
note	note	vmdx	note	ought	0
their	their	po32	their	their	0
Shoppes	Shoppes	n2	Shops	shop	0
and	and	cc	and	and	0
Warehouses	Warehouses	n2	Warehouses	warehouse	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
commodities	commodities	n2	commodities	commodity	0
they	they	pns32	they	they	0
abound	abound	vvb	abound	abound	0
,	,	,	,	,	0
the	the	dt	the	the	0
price	price	n1	price	price	0
also	also	av	also	also	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
To	To	pc-acp	To	to	0
see	see	vvi	see	see	0
their	their	po32	their	their	0
Shambles	Shambles	n2	Shambles	shambles	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
view	view	vvi	view	view	0
all	all	d	all	all	0
such	such	d	such	such	0
things	things	n2	things	thing	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Markets	Markets	n2	Markets	market	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
soone	soone	av	soon	soon	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
commodities	commodities	n2	commodities	commodity	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
inland	inland	n1	inland	inland	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
give	give	vvb	give	give	0
a	a	dt	a	a	0
gesse	gesse	n1	guess	guess	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
things	things	n2	things	thing	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
To	To	pc-acp	To	to	0
note	note	vmdx	note	ought	0
their	their	po32	their	their	0
fields	fields	n2	fields	field	0
of	of	pp-f	of	of	0
graine	graine	n1	grain	grain	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
trees	trees	n2	trees	tree	0
of	of	pp-f	of	of	0
fruite	fruite	n1	fruit	fruit	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
abound	abound	vvb	abound	abound	0
or	or	cc	or	or	0
not	not	xx	not	not	0
abound	abound	vvi	abound	abound	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
and	and	cc	and	and	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
plenty	plenty	n1	plenty	plenty	0
or	or	cc	or	or	0
scarsitie	scarsitie	n1	scarcity	scarcity	0
of	of	pp-f	of	of	0
fish	fish	n1	fish	fish	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Things	Things	n2	Things	thing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
caried	caried	vvn	carried	carry	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
more	more	n1	more	moor	0
or	or	cc	or	or	0
lesse	lesse	av-dc	less	less	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
caried	caried	vvn	carried	carry	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
shew	shew	n1	show	show	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
commodities	commodities	n2	commodities	commodity	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
KArsies	KArsies	n2	KArsies	karsy	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
orient	orient	j-jn	orient	orient	0
colours	colours	n2	colours	colour	0
,	,	,	,	,	0
specially	specially	av-j	specially	special	0
of	of	pp-f	of	of	0
stamell	stamell	n1	stamell	stammel	0
,	,	,	,	,	0
broadcloth	broadcloth	n1	broadcloth	broadcloth	0
of	of	pp-f	of	of	0
orient	orient	j-jn	orient	orient	0
colours	colours	n2	colours	colour	0
also	also	av	also	also	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Frizadoes	Frizadoes	n2	Frizadoes	frizadoe	0
,	,	,	,	,	0
Motlies	Motlies	npg1	Motlies	motlies	0
,	,	,	,	,	0
Bristow	Bristow	np1	Bristow	Bristol	0
friezes	friezes	vvz	friezes	frieze	0
,	,	,	,	,	0
Spanish	Spanish	jp	Spanish	spanish	0
blankets	blankets	n2	blankets	blanket	0
,	,	,	,	,	0
Baies	Baies	n2	Bays	bay	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
colours	colours	n2	colours	colour	0
,	,	,	,	,	0
specially	specially	av-j	specially	special	0
with	with	p-acp	with	with	0
Stamel	Stamel	n1	Stamel	stammel	0
,	,	,	,	,	0
Worsteds	Worsteds	n2	Worsteds	worsted	0
,	,	,	,	,	0
Carels	Carels	n2	Carels	carl	0
,	,	,	,	,	0
Saies	Saies	vvz	Says	say	0
,	,	,	,	,	0
Woadmols	Woadmols	n2	Woadmols	woadmol	0
,	,	,	,	,	0
Flanels	Flanels	n2	Flanels	flanel	0
,	,	,	,	,	0
Rash	Rash	j	Rash	rash	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Felts	Felts	vvz	Felts	feel	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
colours	colours	n2	colours	colour	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
TafFeta	TafFeta	n1	TafFeta	taffata	0
hats	hats	n2	hats	hat	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Deepe	Deepe	av-jn	Deep	deep	0
caps	caps	n2	caps	cap	0
for	for	p-acp	for	for	0
Mariners	Mariners	n2	Mariners	mariner	0
coloured	coloured	vvn	coloured	colour	0
in	in	p-acp	in	in	0
Stamel	Stamel	n1	Stamel	stammel	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
if	if	cs	if	if	0
ample	ample	j	ample	ample	0
vent	vent	n1	vent	vent	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
,	,	,	,	,	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
turne	turne	vvi	turn	turn	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
infinite	infinite	j	infinite	infinite	0
commoditie	commoditie	n1	commodity	commodity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
poore	poore	j	poor	poor	0
people	people	n1	people	people	0
by	by	p-acp	by	by	0
knitting	knitting	vvg	knitting	knit	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Quilted	Quilted	j-vvn	Quilted	quilt	0
caps	caps	n2	caps	cap	0
of	of	pp-f	of	of	0
Levant	Levant	np1	Levant	Levant	0
taffeta	taffeta	n1	taffeta	taffata	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
colours	colours	n2	colours	colour	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
night	night	n1	night	night	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Knit	Knit	vvb	Knit	knit	0
stocks	stocks	n2	stocks	stock	0
of	of	pp-f	of	of	0
silke	silke	n1	silk	silk	0
of	of	pp-f	of	of	0
orient	orient	j-jn	orient	orient	0
colours	colours	n2	colours	colour	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Knit	Knit	vvb	Knit	knit	0
stocks	stocks	n2	stocks	stock	0
of	of	pp-f	of	of	0
Jerzie	Jerzie	j	Jerzie	jerzie	0
yarne	yarne	n1	yarn	yarn	0
of	of	pp-f	of	of	0
orient	orient	j-jn	orient	orient	0
colours	colours	n2	colours	colour	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
if	if	cs	if	if	0
ample	ample	j	ample	ample	0
vent	vent	n1	vent	vent	0
might	might	vmd	might	may	0
folow	folow	vvi	follow	follow	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
multitude	multitude	n1	multitude	multitude	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
set	set	vvn	set	set	0
in	in	p-acp	in	in	0
worke	worke	n1	work	work	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
260	260	crd	260	260	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Stocks	Stocks	n2	Stocks	stock	0
of	of	pp-f	of	of	0
karsie	karsie	n1	karsie	kerchief	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
colours	colours	n2	colours	colour	0
for	for	p-acp	for	for	0
men	men	n2	men	man	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
women	women	n2	women	woman	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Garters	Garters	n2	Garters	garter	0
of	of	pp-f	of	of	0
silke	silke	n1	silk	silk	0
of	of	pp-f	of	of	0
severall	severall	j	several	several	0
kinds	kinds	n2	kinds	kind	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
colours	colours	n2	colours	colour	0
divers	divers	j	diverse	diverse	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Girdles	Girdles	n2	Girdles	girdle	0
of	of	pp-f	of	of	0
Buffe	Buffe	n1	Buff	buff	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
leather	leather	n1	leather	leather	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
gilt	gilt	n1	gilded	gilt	0
and	and	cc	and	and	0
ungilt	ungilt	j	ungilt	ungilt	0
buckles	buckles	n2	buckles	buckle	0
,	,	,	,	,	0
specially	specially	av-j	specially	special	0
waste	waste	j	waste	waste	0
girdles	girdles	n2	girdles	girdle	0
,	,	,	,	,	0
waste	waste	vvb	waste	waste	0
girdles	girdles	n2	girdles	girdle	0
of	of	pp-f	of	of	0
velvet	velvet	n1	velvet	velvet	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Gloves	Gloves	n2	Gloves	glove	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
knit	knit	vvn	knit	knit	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
leather	leather	n1	leather	leather	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Gloves	Gloves	n2	Gloves	glove	0
perfumed	perfumed	j-vvn	perfumed	perfume	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Points	Points	vvz	Points	point	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
silke	silke	n1	silk	silk	0
,	,	,	,	,	0
threed	threed	n1	thread	thread	0
,	,	,	,	,	0
and	and	cc	and	and	0
leather	leather	n1	leather	leather	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
colours	colours	n2	colours	colour	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Shooes	Shooes	n2	Shoes	shoe	0
of	of	pp-f	of	of	0
Spanish	Spanish	jp	Spanish	spanish	0
leather	leather	n1	leather	leather	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
colours	colours	n2	colours	colour	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
length	length	n1	length	length	0
,	,	,	,	,	0
cut	cut	vvn	cut	cut	0
and	and	cc	and	and	0
uncut	uncut	vvi	uncut	uncut	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Shooes	Shooes	n2	Shoes	shoe	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
leather	leather	n1	leather	leather	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Velvet	Velvet	n1	Velvet	velvet	0
shooes	shooes	n2	shoes	shoe	0
and	and	cc	and	and	0
pantophles	pantophles	n2	pantofle	pantofle	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
These	These	d	These	these	0
shooes	shooes	n2	shoes	shoe	0
and	and	cc	and	and	0
pantophles	pantophles	n2	pantofle	pantofle	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sent	sent	vvn	sent	send	0
this	this	d	this	this	0
time	time	n1	time	time	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
shew	shew	n1	show	show	0
then	then	av	then	then	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
cause	cause	n1	cause	cause	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Purses	Purses	n2	Purses	purse	0
knit	knit	vvn	knit	knit	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
leather	leather	n1	leather	leather	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Nightcaps	Nightcaps	n2	Nightcaps	nightcap	0
knit	knit	vvn	knit	knit	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A	A	dt	A	a	0
garnish	garnish	vvi	garnish	garnish	0
of	of	pp-f	of	of	0
pewter	pewter	n1	pewter	pewter	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
shew	shew	n1	show	show	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
vent	vent	n1	vent	vent	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
English	English	jp	English	english	0
commoditie	commoditie	n1	commodity	commodity	0
,	,	,	,	,	0
bottles	bottles	n2	bottles	bottle	0
,	,	,	,	,	0
flagons	flagons	n2	flagons	flagon	0
,	,	,	,	,	0
spoones	spoones	n2	spoons	spoon	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
mettall	mettall	n1	mettle	mettle	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Glasses	Glasses	n2	Glasses	glass	0
of	of	pp-f	of	of	0
English	English	np1	English	English	0
making	making	vvg	making	make	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Venice	Venice	np1	Venice	Venice	0
glasses	glasses	n2	glasses	glass	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Looking	Looking	vvg	Looking	look	0
glasses	glasses	n2	glasses	glass	0
for	for	p-acp	for	for	0
women	women	n2	women	woman	0
,	,	,	,	,	0
great	great	j	great	great	0
and	and	cc	and	and	0
faire	faire	j	fair	fair	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Small	Small	j	Small	small	0
dials	dials	n2	dials	dial	0
a	a	dt	a	a	0
few	few	d	few	few	0
for	for	p-acp	for	for	0
proofe	proofe	n1	proof	proof	0
,	,	,	,	,	0
although	although	cs	although	although	0
there	there	a-acp	there	there	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
hold	hold	vvi	hold	hold	0
the	the	dt	the	the	0
order	order	n1	order	order	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
here	here	av	here	here	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Spectacles	Spectacles	n2	Spectacles	spectacle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
sort	sort	n1	sort	sort	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Others	Others	ng2-jn	Others	other	0
of	of	pp-f	of	of	0
Christall	Christall	n1	Crystal	crystal	0
trimmed	trimmed	vvn	trimmed	trim	0
with	with	p-acp	with	with	0
silver	silver	n1	silver	silver	0
,	,	,	,	,	0
and	and	cc	and	and	0
otherwise	otherwise	av	otherwise	otherwise	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Hower	Hower	n1	Hour	hour	0
glasses	glasses	n2	glasses	glass	0
.	.	.	.	.	1
)	)	)	)	)	0
J	J	pns11	J	i	0
Combes	Combes	n2	Combes	comb	0
of	of	pp-f	of	of	0
boxe	boxe	n1	box	box	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Combes	Combes	n2	Combes	comb	0
of	of	pp-f	of	of	0
Ivorie	Ivorie	n1	Ivory	ivory	0
.	.	.	.	.	1
J	J	pns11	J	i	0
[	[	[	[	[	0
Combes	Combes	n2	Combes	comb	0
of	of	pp-f	of	of	0
horne	horne	n1	horn	horn	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Linnen	Linnen	n1	Linen	linen	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
sorts	sorts	n2	sorts	sort	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Handkerchiefs	Handkerchiefs	n2	Handkerchiefs	handkerchief	0
with	with	p-acp	with	with	0
silke	silke	n1	silk	silk	0
of	of	pp-f	of	of	0
severall	severall	j	several	several	0
colours	colours	n2	colours	colour	0
wrought	wrought	vvn	wrought	wrought	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Glazen	Glazen	np1	Glazen	Glazen	0
eyes	eyes	n2	eyes	eye	0
to	to	pc-acp	to	to	0
ride	ride	vvi	ride	ride	0
with	with	p-acp	with	with	0
against	against	p-acp	against	against	0
dust	dust	n1	dust	dust	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Knives	Knives	ng1	Knives	knife	0
in	in	p-acp	in	in	0
sheaths	sheaths	n2	sheaths	sheath	0
both	both	d	both	both	0
single	single	j	single	single	0
and	and	cc	and	and	0
double	double	j-jn	double	double	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
edge	edge	n1	edge	edge	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Needles	Needles	n2	Needles	needle	0
great	great	j	great	great	0
and	and	cc	and	and	0
small	small	j	small	small	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
kind	kind	n1	kind	kind	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Buttons	Buttons	n2	Buttons	button	0
greater	greater	jc	greater	great	0
and	and	cc	and	and	0
smaller	smaller	jc	smaller	small	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
moulds	moulds	n2	moulds	mould	0
of	of	pp-f	of	of	0
leather	leather	n1	leather	leather	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
270	270	crd	270	270	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1580.	1580.	crd	1580.	1580.	0
and	and	cc	and	and	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
wood	wood	n1	wood	wood	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
be	be	vbb	be	be	0
durable	durable	j	durable	durable	0
of	of	pp-f	of	of	0
double	double	j-jn	double	double	0
silke	silke	n1	silk	silk	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
sundry	sundry	j	sundry	sundry	0
colours	colours	n2	colours	colour	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Boxes	Boxes	n2	Boxes	box	0
with	with	p-acp	with	with	0
weights	weights	n2	weights	weight	0
for	for	p-acp	for	for	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
coine	coine	n1	coin	coin	0
of	of	pp-f	of	of	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
good	good	j	good	good	0
and	and	cc	and	and	0
bad	bad	j	bad	bad	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
that	that	cst	that	that	0
the	the	dt	the	the	0
people	people	n1	people	people	0
here	here	av	here	here	0
use	use	vvi	use	use	0
weight	weight	n1	weight	weight	0
and	and	cc	and	and	0
measure	measure	n1	measure	measure	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
shew	shew	n1	show	show	0
of	of	pp-f	of	of	0
wisedom	wisedom	n1	wisdom	wisdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
certaine	certaine	j	certain	certain	0
government	government	n1	government	government	0
setled	setled	vvn	settled	settle	0
here	here	av	here	here	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
All	All	d	All	all	0
the	the	dt	the	the	0
severall	severall	j	several	several	0
silver	silver	n1	silver	silver	0
coynes	coynes	n2	coins	coin	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
English	English	jp	English	english	0
monies	monies	n2	moneys	money	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
caried	caried	vvn	carried	carry	0
